pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200004	0.56443	-0.07374	0.16680	0.23003	-0.34104	-0.15160	0.35545	0.25459	0.71916	-0.67932	-1.18315	-0.40999	-0.71712	-0.01630	-0.26132	-0.32105	-0.03535	-0.27981	0.20864	-0.01352	0.31657	0.81703	0.26312	-0.08583	0.65102	0.11435	0.36265	-0.07828	-0.36565	0.48335	0.44053	0.04906	-0.76717	-0.42922	0.44732	0.02638	-0.29515	0.12409	0.36314	-0.12094	0.01370	0.20412	0.34565	0.38627	0.13966	0.14485	0.43162	-0.04640	0.53711	-0.00955	-0.37194	0.54285	-0.09995	0.39575	0.37767	-0.54709	-0.62484	-0.67201	0.35354	-0.27150	-0.14761	-0.09958	0.21390	0.49954	(Past $e0)
p200006	-0.22160	-0.04267	0.25234	0.27359	1.03309	-0.16325	-0.09449	-0.17787	0.03280	-0.21344	-0.46619	0.08628	0.47133	0.01963	-0.14002	0.14119	-0.04168	-0.01714	0.03734	0.01871	0.42372	0.14851	-0.72963	-0.08100	-0.15305	0.35572	0.14139	0.25391	-0.63984	-0.01602	-0.09710	0.07155	-0.07382	-0.07330	-0.06020	-0.02691	-0.40222	0.73474	0.05631	0.75022	0.08266	0.06371	-0.20868	0.00212	0.05773	0.23970	0.24166	1.17210	-0.19303	-0.11307	-0.12094	0.00602	-0.11651	-0.22106	0.27409	0.10133	-0.13238	-0.06768	-0.15876	0.14312	0.69175	0.64107	0.21616	0.17257	(Agent $e0 $x0)
p200011	0.04033	-0.03172	0.07581	0.01399	-0.00102	-0.11855	0.13898	-0.02959	-0.01252	0.17569	-0.04796	0.04203	-0.17108	0.00254	-0.09001	0.49091	0.00004	0.10176	-0.06337	-0.03657	0.01418	-0.00364	0.00156	0.04675	-0.03936	0.08386	0.03638	-0.02790	-0.08685	0.01022	-0.11165	0.02085	0.13845	0.04100	0.05548	2.43728	0.15409	-0.08957	0.01056	0.13752	0.07492	-0.06334	0.10476	0.13317	0.11538	0.03642	0.03447	-0.04253	-0.28543	-0.12657	0.06785	-0.01067	0.00304	0.20836	0.02230	-0.04933	-0.08679	0.13526	0.03970	-0.04599	-0.03643	0.06565	-0.02261	-0.10055	(Theme $e0 $x0)
p200017	-0.19937	-0.09996	0.06406	-0.08754	-0.01520	-0.13556	0.09212	-0.01750	0.12630	-0.05794	0.10701	0.04786	0.11666	-0.00111	0.10791	0.03728	0.00329	0.05144	0.05590	2.38102	0.06951	-0.00379	-0.17088	-0.02503	-0.00853	0.08163	-0.00855	0.03945	-0.12363	-0.04422	0.03220	0.01403	0.05732	-0.07241	-0.00605	-0.01571	-0.02949	-0.06713	0.16499	-0.22007	0.00368	-0.05488	-0.00407	-0.00268	0.07123	0.02967	-0.12494	-0.01438	0.01686	-0.07436	0.07208	0.02182	-0.01199	-0.08327	-0.10214	-0.00002	-0.03044	0.03235	0.14549	-0.02433	-0.03297	0.03023	0.10191	0.00257	(Patient $e0 $x0)
p200022	0.03479	-0.08435	0.02226	0.30118	0.69576	-0.05038	0.09517	0.14856	-0.42127	-0.06465	0.02858	-0.25073	-0.03949	-0.07291	-0.11771	0.43514	0.01844	-0.29531	0.14737	-0.01008	0.04725	0.10277	0.01354	0.20630	0.08385	-0.13956	-0.39999	-0.15702	-0.43236	0.02745	0.03094	-0.11355	0.25078	-0.02760	0.08254	0.22850	-0.01949	-0.00185	0.06564	-0.32023	0.11600	0.08268	-0.24532	0.29041	-0.23421	0.42132	0.08304	-0.27808	0.00138	0.16978	-0.10922	-0.16036	0.09167	0.02340	0.22474	-0.25323	0.08406	0.19714	-0.10149	0.04468	0.16864	1.31327	0.27143	-0.25491	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200024	-0.00037	-0.05983	0.19454	-0.08206	-0.30400	-0.10861	0.06664	0.07737	0.16450	-0.00203	0.08450	0.03041	0.00898	-0.03079	0.08309	0.14013	-0.00972	0.17291	-0.01036	-0.05800	-0.17012	-0.26622	-0.15190	0.02124	0.01980	0.09612	0.04329	0.13189	0.03915	-0.05556	-0.03630	-0.01909	-0.13826	0.01083	0.24326	-0.01741	0.10845	1.95226	0.13598	0.01713	-0.14123	-0.08330	0.03102	-0.09073	-0.07660	-0.12640	0.06300	-0.11625	-0.01924	0.03319	-0.00343	-0.15820	-0.02062	0.13492	-0.00068	-0.04825	-0.10981	-0.06994	0.00833	-0.09697	0.03007	0.14633	-0.05251	0.15547	(And (Agent $e0 $x0) (Past $e0))
p200036	1.49931	0.04434	0.01207	0.29467	-0.10165	0.09748	-0.00567	-0.06803	-0.27456	0.01266	-0.50883	-0.08693	-0.25204	-0.11211	0.00326	-0.05601	-0.02176	0.16187	-0.23071	0.61665	-0.19145	-0.44815	0.05981	0.05452	0.02172	0.19070	-0.27207	-0.14151	0.15972	0.31614	0.16693	-0.00853	-0.30906	0.26470	-0.35856	0.03331	0.04118	-0.05666	-0.05288	-0.07251	0.00100	-0.33846	-0.12320	0.23814	-0.12871	0.03524	0.28053	-0.06885	-0.40350	0.18870	-0.12982	-0.01401	0.42842	-0.08688	0.18433	-0.13311	-0.05082	-0.36245	-0.13382	-0.18409	0.07298	0.20622	-0.18187	0.28026	(And (Past $e0) (Patient $e0 $x0))
p200038	-0.03104	0.09117	0.02519	0.14023	-0.00430	0.16948	0.04147	0.11826	-0.03212	0.01697	-0.07216	0.04341	0.06559	1.88386	-0.05026	0.04073	0.01368	0.08393	-0.11374	0.02735	-0.06244	0.06859	0.00927	0.02953	0.05266	-0.00912	-0.00974	-0.03211	0.12146	0.02354	0.01087	0.01549	-0.05082	-0.01223	0.02124	0.01932	0.15838	0.01527	-0.07640	-0.01284	-0.02541	-0.01758	-0.05355	0.04954	-0.03106	0.04908	-0.00394	-0.07339	-0.02420	0.07457	-0.02613	0.00833	-0.07378	-0.02969	-0.00018	-0.04407	-0.02860	-0.00552	-0.08776	0.06176	0.01744	-0.09144	0.13131	-0.05833	(Ongoing $e0)
p200040	-0.29823	-0.06175	-0.05170	-0.16303	-0.02885	-0.04987	0.02128	0.10694	-0.14366	0.05675	-0.29602	0.25762	0.10761	-0.05049	-0.01616	-0.31126	-0.03836	-0.04168	-0.05109	0.02979	0.05994	-0.22872	-0.07152	0.02393	0.10887	0.06640	-0.00183	-0.01302	0.11316	-0.28090	0.21207	-0.01944	-0.23347	0.06442	-0.25432	0.54605	0.07524	0.03196	0.00206	0.15936	-0.11564	-0.19370	0.17401	0.09422	-0.07606	0.00920	-0.08776	-0.11174	1.68114	0.14009	-0.07355	0.22679	0.28069	-0.22014	0.14274	0.06409	0.08880	-0.05853	0.00253	-0.03461	-0.17146	-0.08432	0.11084	0.12726	(And (Past $e0) (Theme $e0 $x0))
p200045	-0.05064	0.00655	-0.04174	0.02992	0.00642	0.02822	0.05013	0.03318	0.03301	0.01796	0.00233	0.02335	0.03882	0.00362	0.00658	0.03395	2.17703	0.01300	-0.03524	0.00396	-0.01601	0.00394	-0.05845	-0.04136	0.01240	0.08222	-0.03400	0.01391	0.03340	0.02444	0.01787	0.01506	-0.06599	0.02468	-0.00867	0.00317	0.05535	0.01594	-0.01986	-0.00343	-0.03027	0.00645	-0.00594	-0.02540	0.04558	0.02884	0.02710	-0.03649	-0.00593	0.07975	0.00861	0.03337	-0.03635	-0.04488	-0.03114	-0.01148	0.00815	-0.01381	-0.05449	-0.02740	-0.00557	-0.02052	0.00848	0.01232	(Experiencer $e0 $x0)
