pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	1.07681	0.00413	-0.51738	0.06369	0.08565	0.85953	0.33498	0.67429	-0.13386	-0.12486	-0.20951	0.30028	-0.27379	-0.80164	-0.03710	-0.09099	-0.07343	0.60281	-0.44706	-0.04798	-0.04369	-0.08321	1.36726	0.20678	0.61562	0.31589	0.19980	-0.16598	-0.45212	-0.16829	0.16779	-1.61782	(Past $e0)
p200006	-0.19549	-0.02131	-0.03159	-0.01098	-0.11471	0.01832	-0.17909	0.62646	-0.15178	0.37140	1.67230	0.18207	-0.33526	-0.24783	0.43025	0.69188	-0.06455	0.23731	0.97132	-0.11641	-0.07383	-0.09199	-0.32712	0.42226	-0.05068	0.18436	0.35905	-0.08996	-0.65060	0.19231	-0.10067	-0.40615	(Agent $e0 $x0)
p200011	0.06601	-0.06275	-0.20911	-0.22590	-0.23779	0.04931	0.24535	-0.16571	-0.04319	0.40858	-0.10807	0.13936	-0.18588	-0.16005	0.54167	0.30733	-0.04310	-0.21801	0.20409	-0.01175	0.40181	1.97200	-0.05387	-0.05549	-0.00888	0.06181	0.16201	0.23338	-0.14401	0.14503	-0.11640	0.02562	(Theme $e0 $x0)
p200017	-0.13099	0.00433	0.06183	0.16102	0.00331	0.07338	0.02708	0.00179	-0.02906	-0.05492	-0.08417	0.04985	-0.09649	0.10664	0.06784	0.01872	-0.07057	-0.04350	-0.04212	2.24269	-0.04689	-0.01350	0.04470	0.01048	-0.11920	0.07471	0.06057	0.03692	-0.08237	0.24008	-0.09766	-0.02862	(Patient $e0 $x0)
p200022	-0.10091	-0.08903	0.19653	-0.17097	-0.11783	0.16123	-0.00341	0.20213	-0.12471	0.75612	-0.43679	-0.04156	-0.07703	-0.46983	1.06096	0.66705	-0.06078	-0.09387	0.45850	0.01693	-0.10912	0.19524	-0.36785	0.01775	0.33724	0.08177	-0.03775	-0.07953	-0.36930	0.23011	-0.03562	-0.02440	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200024	-0.18279	-0.10484	0.18100	0.20516	0.08893	-0.05871	0.16285	1.10986	-0.03870	0.00694	0.29113	-0.10038	0.15478	-0.42478	0.00290	-0.22822	-0.08807	1.23812	-0.19930	-0.09110	0.17939	-0.14710	-0.54367	-0.17130	0.05611	-0.07021	-0.09056	-0.06695	-0.16580	0.01208	0.18619	-0.29634	(And (Agent $e0 $x0) (Past $e0))
p200036	0.87160	-0.07137	-0.50603	-0.11732	0.01085	0.02777	0.12885	-0.03215	0.00435	0.12835	-0.11514	0.25023	0.10114	-0.32320	-0.06246	-0.18498	0.05541	-0.08973	0.19345	0.83520	0.19890	-0.08469	-0.51498	0.00668	0.52653	-0.33806	-0.17818	-0.18583	-0.02579	-0.34942	0.55065	-0.42002	(And (Past $e0) (Patient $e0 $x0))
p200038	-0.11843	1.87052	0.05324	-0.17695	-0.00068	0.07761	0.08285	-0.00135	-0.13890	-0.10135	-0.05657	-0.03948	-0.02360	-0.09449	-0.03891	0.13170	-0.00326	-0.01184	0.08497	0.07571	-0.01395	-0.01946	0.04393	-0.05067	0.03129	0.17157	-0.04067	0.04626	0.03972	0.14935	0.00136	0.02283	(Ongoing $e0)
p200040	-0.15903	0.03856	0.03876	0.03021	0.12674	-0.34856	-0.18731	0.13830	0.08223	-0.06492	-0.21485	-0.23813	0.39063	0.06454	-0.05487	-0.30168	-0.02632	0.61184	-0.05839	0.05712	0.00273	1.13442	0.58548	0.10706	0.02950	-0.12403	-0.17683	-0.07606	0.01055	0.07064	-0.22939	-0.10022	(And (Past $e0) (Theme $e0 $x0))
p200045	-0.07106	-0.03128	-0.01954	-0.12086	0.02831	-0.06501	0.04006	0.17413	-0.02906	0.02281	-0.02882	-0.24650	-0.07167	-0.04688	-0.10339	0.13902	2.01353	-0.05547	0.02856	-0.02636	0.01859	-0.00980	0.04605	-0.24277	0.07382	0.24852	-0.09746	-0.00983	0.09638	0.23148	0.09554	0.00662	(Experiencer $e0 $x0)
