pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	1.07350	0.14509	-0.06611	0.03118	0.50716	-0.08233	0.37072	-0.45470	-0.67349	-0.33933	0.52046	0.19830	-0.83767	0.18990	-0.12632	0.72929	0.88510	-0.82023	0.25761	0.82741	-0.36739	0.41831	0.27355	0.00547	0.27504	-0.04767	-0.51215	-0.25597	-0.14430	0.86213	-0.19122	-0.45555	(Agent $e0 $x0)
p200008	0.28714	0.96253	0.36540	-0.11818	0.43689	-0.23175	0.59692	-0.31564	-0.05728	0.38463	-0.29957	-0.00543	-0.28948	-0.55973	0.66893	0.08706	-0.12835	0.50119	0.17853	0.47878	-0.15613	-0.77325	-0.00117	0.38944	1.12035	-0.05026	-0.49816	-1.04684	-0.75972	-0.03692	0.85532	-0.56310	(Theme $e0 $x0)
p200013	-0.23613	-0.17245	0.53846	0.81056	-0.12665	0.88944	0.14552	0.91627	-0.32957	-0.19753	0.03376	0.19673	-0.16395	-0.01935	1.68192	0.07251	-0.36923	-0.22971	0.32057	-0.26151	0.10289	0.20906	-0.09798	0.02030	-0.06157	-0.78548	-0.05643	-0.15061	0.24217	0.10673	-0.21365	0.10737	(Past $e0)
p200015	0.10045	0.52944	-0.17778	-0.07229	0.79845	-0.18253	-0.10083	-0.11285	-0.27829	-0.06365	0.31391	-0.28362	-0.04752	-0.14263	-0.26652	0.57053	0.10896	-0.37290	0.30395	0.56257	0.08248	-0.39461	-0.23140	0.18564	0.88258	-0.33917	-0.57767	-0.79540	-0.00262	0.18605	0.12204	-0.24068	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200022	0.13423	0.55525	-0.02166	0.36368	0.14111	-0.09362	0.07576	0.44651	-0.62454	-0.56554	0.32445	0.14187	-0.23752	-0.13748	-0.31767	0.08474	0.00656	0.47183	1.43885	-0.43775	-0.32828	-0.17842	0.08420	0.40411	-0.43123	0.35868	0.24320	0.35162	-0.86344	0.20744	-0.23094	0.17335	(Patient $e0 $x0)
p200033	0.14725	-0.30557	0.34061	-0.24216	0.01413	0.45315	0.09783	0.08772	-0.09517	-0.14350	0.69584	0.52057	0.15032	0.19977	0.39565	0.40493	0.09056	-0.39075	-0.15364	0.26502	-0.13324	0.05232	-0.01858	-0.37209	0.01189	-0.22017	-0.09039	0.22727	0.30778	0.41543	-0.40597	-0.10004	(And (Agent $e0 $x0) (Past $e0))
p200039	-0.00624	-0.54159	0.29398	-0.37991	0.09095	-0.27883	0.04475	-0.06555	0.22124	-0.02382	-0.18978	-0.22427	0.41733	0.76115	0.18937	-0.59694	-0.01621	-0.03248	0.28846	0.03533	-0.08784	0.47938	0.65259	0.23740	-0.01393	0.45132	-0.47708	-0.60597	-0.32199	0.47326	-0.09707	-0.17577	(Location $e0 $x0)
p200041	0.15876	0.22586	0.01922	-0.07917	0.04709	0.44713	-0.03448	0.01773	-0.10565	0.06950	-0.20408	0.00711	0.31083	-0.08276	0.91537	0.26229	-0.01253	0.30282	-0.21303	-0.08680	-0.08352	-0.23857	-0.31373	0.47746	0.03370	-0.14356	0.00361	-0.02360	-0.30404	-0.19122	0.40385	-0.12807	(And (Past $e0) (Theme $e0 $x0))
p200049	-0.36993	0.14194	0.41838	0.35659	0.15375	0.00517	-0.01349	0.93106	-0.25017	-0.18528	-0.04242	0.29933	-0.13071	-0.02216	-0.33898	0.11466	-0.24042	-0.08638	0.91346	0.01136	-0.19359	-0.10040	0.11382	0.06996	-0.10718	-0.12792	0.26053	-0.28479	-0.17810	0.04404	-0.24144	-0.10308	(And (Past $e0) (Patient $e0 $x0))
p200051	-0.08788	-0.17912	-0.34234	-0.27921	-0.05136	-0.05990	-0.00599	-0.08413	0.17124	0.17055	-0.11991	0.98941	0.09913	0.32058	-0.05095	-0.12919	-0.23308	0.01727	0.45091	0.18444	0.11323	0.19290	-0.09159	-0.03743	0.09999	-0.10419	-0.35942	0.04655	0.17931	-0.11101	0.43167	0.13258	(Cardinality $x0 <num>)
p200053	0.06724	0.63966	-0.11746	-0.29207	0.10670	0.32874	0.02254	-0.05278	-0.41433	-0.21916	0.13266	0.26956	-0.20547	0.08811	-0.04605	0.04676	-0.13383	-0.27545	0.15279	0.06001	-0.11241	-0.02132	0.11916	0.07361	-0.59943	0.50491	0.08816	0.33027	-0.37586	0.64081	-0.03474	-0.14275	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200070	0.07892	-0.23188	0.05139	0.13828	-0.08184	0.01382	0.01750	-0.03445	0.06934	-0.09795	0.08725	0.09695	-0.16442	-0.07998	0.08965	0.00096	0.26562	-0.05066	0.00395	-0.10093	-0.00522	0.05030	0.22824	-0.12684	0.12772	-0.29142	-0.15643	0.09043	0.19905	0.09509	-0.16231	-0.05984	(Member $x0 person)
p200071	-0.12256	0.04222	0.04008	-0.11014	0.49184	-0.14523	0.25918	0.10402	-0.26137	-0.08658	-0.22598	-0.07141	-0.17457	-0.15437	0.04626	0.07690	-0.04462	0.15572	-0.11041	0.10270	0.19466	0.14851	0.10974	0.04384	-0.33580	-0.01620	0.09153	-0.13300	0.31016	0.05233	0.14391	0.35120	(Recipient $e0 $x0)
p200073	0.20244	-0.07296	-0.07969	-0.08287	0.14490	0.27757	-0.20985	0.01284	-0.06020	0.04392	0.04662	0.07031	0.51897	0.02556	0.12174	0.37749	0.17675	-0.03978	0.01632	0.09711	0.02054	-0.11875	-0.37113	0.07704	0.00806	-0.08035	-0.03297	0.11013	-0.02432	-0.11467	-0.02269	-0.03184	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200076	-0.19030	0.10282	0.01534	0.02509	-0.11726	-0.21418	0.14691	-0.00744	0.05133	-0.25356	-0.07720	-0.22479	0.80162	-0.07133	0.05269	-0.37829	-0.12272	-0.00251	0.02896	-0.00294	-0.12827	0.09522	0.88456	0.09067	-0.05927	-0.18944	0.01629	-0.24064	0.02256	0.21535	0.10568	-0.07216	(Experiencer $e0 $x0)
p200089	0.10294	0.16302	-0.17837	0.23640	0.03233	0.16734	-0.24186	-0.14585	0.07433	-0.16408	0.04825	-0.00262	-0.25407	0.19562	0.18439	-0.05451	0.38197	0.03415	-0.08510	-0.19714	0.28550	0.02018	0.39021	-0.06277	0.13141	-0.36694	0.19544	-0.00723	-0.00178	-0.07755	-0.08235	-0.08841	(Possession $x0 $x1)
p200091	-0.03750	0.11907	0.17892	-0.00028	0.64631	-0.06698	0.11974	-0.02292	-0.10225	0.00440	-0.23342	-0.06453	-0.17232	-0.06336	0.01044	0.04361	-0.16992	0.23515	-0.05263	-0.10273	0.08145	0.04756	0.10767	-0.12358	-0.25855	-0.07311	-0.08874	-0.07989	0.24353	0.11552	0.08199	0.22919	(And (Recipient $e0 $x0) (Theme $e0 $x1))
p200099	-0.11748	0.03604	0.04159	-0.10000	0.45223	-0.13569	0.27850	0.09935	-0.26757	-0.12209	-0.18806	-0.06986	-0.15043	-0.12947	-0.04213	0.06575	-0.00297	0.09008	-0.06415	0.15040	0.20770	0.13243	0.11052	0.04859	-0.30569	-0.03817	0.06269	-0.14676	0.33545	0.04833	0.10282	0.31577	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200103	-0.22960	0.08517	-0.07870	0.26038	0.01913	-0.05420	-0.10891	-0.11391	0.09572	-0.07745	0.23795	-0.06900	-0.00627	0.01978	-0.05466	-0.10906	0.23142	-0.03992	-0.00303	0.04639	0.27162	0.01320	-0.06949	0.15044	0.00827	0.13518	-0.12549	0.00655	-0.09574	0.08379	0.05237	0.05453	(Might $e0)
p200125	0.10954	-0.44338	0.14974	-0.23110	0.16661	-0.04706	-0.04756	-0.00344	0.08005	0.11685	-0.04586	-0.05773	-0.16301	0.57461	0.10657	-0.27655	0.11742	-0.08617	0.27428	0.02884	0.09265	0.30877	-0.01669	0.16017	-0.01220	0.45679	-0.35854	-0.32358	-0.22618	0.29334	-0.20705	-0.07499	(And (Agent $e0 $x0) (Location $e0 $x1))
p200136	-0.03529	0.10209	0.17624	0.00498	0.60346	-0.05238	0.13417	-0.02314	-0.10690	-0.03214	-0.19881	-0.06391	-0.15258	-0.03985	-0.08344	0.03458	-0.13232	0.16531	-0.01788	-0.06233	0.10134	0.03723	0.10498	-0.12796	-0.23574	-0.09771	-0.11108	-0.08871	0.28977	0.10743	0.03575	0.20684	(And (Agent $e0 $x0) (Recipient $e0 $x1) (Theme $e0 $x2))
p200147	0.02776	0.03419	-0.09341	0.02968	0.03550	-0.08284	0.18649	-0.07422	0.04626	0.00540	-0.18894	0.72478	0.15149	0.07340	-0.03147	-0.15058	-0.06859	0.14877	0.04469	-0.00031	0.14710	0.05599	-0.13332	0.01068	0.08912	-0.04271	-0.22786	0.05479	-0.17299	-0.13080	0.14971	0.21932	(And (Cardinality $x0 <num>) (Theme $e0 $x0))
p200159	-0.20977	0.27743	0.32107	-0.33168	0.05921	0.17171	-0.07924	0.26174	-0.08521	-0.01995	0.24783	0.38055	-0.15363	0.13824	-0.11195	0.02521	-0.24792	-0.16039	-0.12338	0.26314	-0.15081	-0.18187	0.17505	-0.04335	-0.22824	0.16883	0.17618	-0.13607	-0.01925	0.21973	-0.18459	-0.14944	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200170	-0.20279	0.06846	-0.10527	0.23736	0.04138	-0.00224	-0.12732	-0.05401	0.04454	-0.07993	0.14294	-0.09793	-0.04358	0.02767	-0.05905	-0.05366	0.16843	-0.13926	-0.04300	0.06878	0.20876	0.06141	-0.07642	0.12076	0.02535	0.09730	-0.07251	-0.01137	-0.02123	0.12078	0.12833	0.01619	(And (Agent $e0 $x0) (Might $e0))
p200191	-0.06579	-0.52707	0.33066	0.07467	-0.13267	-0.15764	0.35262	-0.05736	0.10702	-0.09944	0.31548	0.06961	-0.10152	-0.19198	0.02165	0.00087	0.15919	-0.11324	-0.00191	-0.13543	-0.08312	0.23976	0.07027	-0.31468	0.50488	-0.39479	-0.18004	0.27839	0.25604	0.30694	-0.11522	-0.04930	(And (Agent $e0 $x0) (Member $x0 person))
p200205	-0.05988	-0.13855	0.02292	-0.09597	0.01011	-0.08708	-0.05144	0.08919	0.04315	-0.21249	-0.15011	0.27768	-0.06934	0.26913	-0.03375	0.05049	0.06833	0.05736	-0.00175	-0.16759	-0.15058	-0.01822	-0.09531	-0.15272	0.03487	0.04648	-0.09390	-0.03726	0.13340	0.00354	0.60875	0.13926	(GroupOf $x0 child)
p200219	0.49851	0.01933	0.00187	-0.00801	-0.04329	0.12292	0.30532	-0.19502	0.05582	-0.07828	-0.05520	-0.19786	-0.02641	0.11960	0.13181	-0.21433	-0.16430	-0.00474	0.12541	-0.00524	-0.15967	0.24335	-0.01877	-0.33096	-0.07419	0.31635	0.17035	-0.09289	-0.25082	0.01619	0.03069	0.21371	(Theme $e0 $e1)
p200237	-0.02899	0.20469	0.09332	-0.00665	-0.12428	-0.09536	0.30031	-0.10321	0.21152	0.15370	-0.07221	0.28545	0.10769	-0.14832	0.04722	-0.18559	0.17273	0.05764	0.09088	-0.00613	0.26172	-0.13534	-0.09306	-0.17937	-0.06917	0.11395	-0.18393	-0.01339	-0.16889	-0.03078	-0.18667	-0.02193	(Holder $e0 $x0)
p200249	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0) (Theme $e0 $x1))
p200250	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0))
p200251	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Agent $e0 $x0) (Member $e0 buy) (Theme $e0 $x1))
p200252	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Member $e0 buy) (Past $e0) (Theme $e0 $x0))
p200255	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Agent $e0 $x0) (Member $e0 buy))
p200256	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Member $e0 buy) (Past $e0))
p200257	0.05469	-0.04737	-0.15430	-0.01145	0.16647	0.17070	-0.07478	0.13106	0.01804	0.11328	0.05945	0.08239	0.36036	-0.00317	-0.04660	0.00385	0.13240	-0.03466	-0.06962	0.03421	-0.17822	0.01269	-0.22429	-0.05387	0.08333	0.01242	0.02467	0.11543	-0.02384	-0.06391	-0.05661	0.02969	(And (Member $e0 buy) (Theme $e0 $x0))
