pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.03297	-0.35895	-0.87325	-0.05820	0.50204	0.07973	0.14014	0.51368	0.16315	-0.17401	0.83797	0.05316	-0.35317	0.43300	0.11107	-0.00581	0.27116	0.14887	-0.09753	0.09960	0.18881	0.16603	-0.13766	-0.90807	0.00677	0.77784	-0.08319	0.00205	-0.03125	-0.28044	-0.34987	-0.53980	(Past $e0)
p200009	-0.82015	0.25302	-0.00523	-0.03682	0.02970	-0.40480	0.21826	0.14798	0.75194	0.45727	-0.21038	0.45191	-0.38884	-0.37692	0.11156	0.46118	-0.04441	-0.06643	-0.78989	0.53710	0.17581	0.37922	-0.20193	-0.09909	1.15219	-0.02313	0.01143	0.06548	0.45241	-0.58059	-0.18210	0.25469	(Agent $e0 $x0)
p200011	-0.17729	-0.36601	0.55517	0.24304	0.28872	0.30607	-0.38067	-0.06514	-0.02333	-0.21104	0.18267	0.22275	0.00454	-0.09851	-0.09178	0.46751	-0.18048	0.17125	-0.05240	-0.43745	-0.18505	0.05689	-0.03826	-0.28883	0.06908	-0.14100	1.57452	0.01636	0.62567	-0.51855	0.17521	-0.04002	(Patient $e0 $x0)
p200012	-0.17575	0.20391	-0.19792	-0.20723	-0.08664	0.16237	0.07781	-0.96643	0.43368	0.41936	0.44595	-0.04382	0.16593	0.08705	-0.29107	0.07260	-0.31992	0.00759	0.18576	-0.24757	-0.16915	-0.02976	-0.94963	0.09561	0.13101	0.23274	-0.07739	0.79198	0.08178	0.75035	0.03268	0.05409	(Theme $e0 $x0)
p200025	-0.28403	0.27780	0.07728	0.22605	0.31464	-0.41038	0.19194	-0.14597	-0.49162	-0.48975	-0.55815	-0.20594	0.28464	0.19604	0.61183	-0.36917	0.50885	0.21452	-0.23870	0.00616	0.20060	0.25287	-0.16315	-0.22653	0.97502	0.30302	-0.01764	-0.08929	0.11307	-0.20362	0.21635	-0.41120	(And (Agent $e0 $x0) (Past $e0))
p200030	0.22390	-0.29967	0.52969	0.15699	0.61642	0.11176	0.37167	0.25533	0.16543	-0.10341	-0.00736	0.75462	0.10992	0.13885	-0.22376	-0.14836	-0.31233	-0.25136	0.14864	-0.19337	-0.13111	-0.29768	-0.47946	-0.09525	0.05251	0.49374	0.51761	-0.16242	-0.39245	-0.55376	0.45029	0.14026	(And (Past $e0) (Patient $e0 $x0))
p200036	0.04911	0.29874	-0.11260	0.01713	-0.52295	-0.12358	-0.23968	-0.43220	-0.35386	0.13098	0.33872	-0.21309	0.39422	0.27788	-0.15442	0.02972	0.08179	-0.09610	-0.11370	0.30441	0.22909	0.22944	-0.49848	-0.71498	-0.16675	-0.33455	0.29953	0.35232	-0.18422	-0.17040	0.22753	-0.39602	(And (Past $e0) (Theme $e0 $x0))
p200038	0.36637	0.28420	-0.08117	0.03268	0.28584	-0.84940	-0.68580	0.12117	-0.23410	-0.33267	0.85203	-0.14367	0.67428	-0.50531	0.05154	0.10727	0.32385	0.37772	0.14428	-0.02525	0.05105	-0.37587	0.10111	-0.05212	-0.04701	0.09525	0.03183	-0.06565	0.19544	0.05383	0.07034	0.90297	(Experiencer $e0 $x0)
p200040	0.06535	0.01446	-0.68515	0.08742	-0.07305	0.64531	-0.79163	-0.07054	-0.40589	-0.04009	-0.11995	-0.08605	-0.04383	0.24276	0.22543	0.47936	0.15975	0.10964	-0.70954	-0.04507	0.01338	-0.34767	-0.27485	0.22920	-0.08754	-0.03665	0.07680	-0.48371	0.21139	0.40433	0.62791	0.54186	(Ongoing $e0)
p200048	-0.24563	-0.59721	0.00445	-0.01542	-0.14916	-0.25814	0.38111	-0.24678	0.16907	0.04059	-0.19685	-0.30133	0.44449	0.17886	-0.34389	0.20508	-0.51461	-0.27707	-0.20588	-0.29589	-0.23194	0.10701	-0.32696	-0.01654	0.43842	0.26618	-0.02246	-0.23656	0.00583	1.15067	-0.57957	0.37408	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200049	0.07574	0.19634	0.57598	0.07576	0.04114	0.61312	-0.20291	0.00542	-0.43163	1.11360	-0.21056	-0.35781	0.19261	-0.25614	0.22066	-0.24679	0.62622	0.09356	-0.01152	0.00776	-0.04446	0.02068	0.34378	-0.72188	-0.02046	0.72162	-0.09641	0.01177	0.08080	0.00264	-0.32998	0.39891	(Member $x0 thing)
p200051	0.12850	-0.68604	-0.11525	0.10276	0.55124	-0.05281	-0.24288	0.28470	-0.17123	0.16909	-0.24348	-0.45020	-0.20381	-0.46666	0.31758	-0.00768	0.60106	-0.09152	0.01667	-0.08908	0.00694	-0.17007	-0.57458	-0.00302	-0.02710	-0.67604	-0.07275	0.50717	-0.19724	0.15510	0.04246	0.05633	(Location $e0 $x0)
p200075	0.76978	0.09168	0.15466	-0.52495	0.06380	-0.28051	-0.04446	0.05630	0.42686	0.15456	-0.15678	0.07421	-0.05461	0.26313	-0.02415	-0.57365	0.20498	0.11987	-0.02032	-0.40714	0.02328	0.06671	0.03367	-0.25573	-0.13895	-0.14610	-0.08606	0.03049	0.79254	-0.05981	0.69619	-0.07762	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200080	0.05735	-0.28399	0.09039	-0.09143	-0.12179	-0.01325	-0.51414	-0.17994	0.46170	-0.07671	0.05073	-0.39389	-0.10880	0.13428	1.10839	0.54423	-0.19575	-0.16354	0.22108	0.14801	-0.32395	-0.11371	0.24265	-0.11046	0.06151	0.14739	-0.01984	0.07877	-0.07424	-0.02214	0.23430	0.16219	(Theme $e0 $e1)
p200083	-0.49959	-0.43440	0.06247	0.10065	0.00070	-0.13447	-0.03880	-0.03197	-0.20811	-0.03795	-0.26098	-0.09062	-0.02044	0.61530	-0.20871	0.02208	-0.11460	-0.04384	-0.03796	0.02639	1.79455	-0.05155	0.43208	0.15115	0.02583	0.26681	0.06611	0.76530	-0.10109	-0.49344	0.09619	0.53344	(LocatedIn $x0 $x1)
p200093	-0.31905	-0.14309	-0.42258	0.06848	-0.19252	0.08527	0.07526	0.52332	-0.00992	0.05948	-0.37852	0.36032	0.48645	-0.20871	-0.21700	0.31737	-0.39818	-0.11938	0.38941	-0.05702	-0.14251	0.75545	0.03992	-0.00332	-0.04440	0.14665	-0.07224	0.32377	0.08446	0.26433	0.18853	0.12686	(Cardinality $x0 <num>)
p200100	0.20349	-0.57032	-0.12615	0.17415	0.20867	0.02816	0.11295	0.25160	-0.44011	0.04935	-0.07422	-0.24574	-0.21515	-0.26056	0.14116	-0.08657	0.20944	-0.11760	0.11242	0.27358	-0.17971	-0.20080	-0.30309	-0.04882	0.16890	-0.44950	-0.15860	0.33886	0.23423	0.07354	-0.05247	-0.10211	(And (Location $e0 $x0) (Past $e0))
p200105	-0.03258	-0.21250	0.14191	0.07765	-0.18526	-0.24878	0.12638	-0.20314	-0.28697	-0.24824	-0.18249	-0.44056	0.39395	0.20321	-0.06834	0.04124	-0.12189	-0.13970	-0.26436	-0.00854	-0.05013	0.11390	-0.18191	-0.36532	0.22081	0.00416	0.16610	-0.18145	-0.26030	0.50241	-0.13544	0.02771	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200112	0.06888	0.11241	-0.29535	-0.14978	-0.00583	0.03077	-0.28362	0.04098	0.04007	0.22785	-0.06239	0.23108	-0.12767	-0.01374	-0.01968	0.07046	-0.09146	0.06971	-0.69599	-0.10139	0.07337	-0.01012	-0.17008	0.04184	-0.19748	-0.04423	0.05337	-0.26120	-0.42508	-0.15004	0.40138	0.29460	(And (Agent $e0 $x0) (Ongoing $e0))
p200114	-0.06491	-0.16065	-0.02071	0.64465	-0.02427	-0.16102	0.02818	-0.11402	0.48156	0.07201	-0.11426	-0.00465	0.01456	0.16191	-0.02289	-0.29504	0.18425	0.37118	0.06281	0.21810	-0.17575	0.13757	-0.13671	0.04405	-0.36053	0.03042	-0.05112	-0.16938	-0.02059	-0.23946	0.11183	0.13525	(Member $x0 person)
