pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.15226	-0.17329	-0.03531	-1.24089	0.17812	-0.52776	0.40930	0.58080	-0.28518	-0.80056	0.85332	0.12416	0.29768	-0.76204	0.76797	-0.15766	0.07952	0.31387	1.45781	0.66881	0.65359	-0.09484	0.31135	0.64941	-0.37310	0.05038	-0.18887	-0.00666	-0.03474	-0.39438	-0.31772	0.66592	(Past $e0)
p200009	0.17207	0.07847	0.11109	0.37560	-0.18676	-0.16021	0.62994	0.16875	-0.10833	-0.44263	0.19873	0.19225	0.20658	0.27450	0.26080	1.40991	-0.01529	-0.02965	-0.34885	0.11859	0.20370	-0.01694	0.21043	0.08202	-0.05448	0.03918	-0.24612	-0.79300	1.56679	0.21572	-0.24780	-0.42792	(Agent $e0 $x0)
p200011	-0.02870	-0.30325	1.80150	0.01729	-0.52019	0.31288	0.39522	-0.18212	0.52849	0.30064	-0.06819	-0.13540	-0.14049	-0.39613	-0.05574	0.02668	-1.09560	0.65815	0.08596	0.14177	-0.10840	0.20878	-0.02470	-0.31529	0.09686	-0.08954	0.29027	0.04158	0.19115	0.19499	0.34688	0.16658	(Patient $e0 $x0)
p200012	-0.06522	0.10279	-0.04161	-0.06302	-0.04585	0.14300	0.31042	-0.30391	-0.42816	-0.05697	-0.19607	-0.21354	0.21036	-0.25979	0.10008	-0.08549	0.05545	0.13157	-0.18517	-0.09975	-0.14570	-0.19306	-0.26870	0.35876	-0.00965	2.26902	0.45549	0.19012	0.23048	0.02501	0.25665	0.12239	(Theme $e0 $x0)
p200025	-0.01838	0.33230	0.06381	-0.16332	-0.21355	0.38888	-0.21767	1.84367	-0.09526	0.04355	0.15409	0.18220	-0.18207	-0.58334	0.06984	-0.02757	0.06399	-0.04970	-0.30375	-0.20839	-0.22818	-0.01970	0.23737	0.08250	-0.08844	-0.07516	-0.30389	0.26095	0.51301	0.31030	-0.02116	0.00139	(And (Agent $e0 $x0) (Past $e0))
p200030	-0.13458	0.17481	0.70323	-0.12204	0.14708	0.36191	-0.21306	0.09787	-0.39925	-0.22177	-0.18009	-0.06940	0.03085	0.49248	-0.61526	-0.18936	-0.20971	1.14713	0.85203	-0.12807	-0.25187	0.14405	0.20686	0.07567	0.10245	0.11297	-0.13942	-0.22180	0.08506	0.02880	-0.22880	-0.30395	(And (Past $e0) (Patient $e0 $x0))
p200036	-0.05187	-0.38426	-0.08450	0.16675	0.08659	0.26855	0.22971	-0.02860	0.35441	-0.40677	1.52541	-0.17791	0.01574	-0.12261	-0.00599	0.06269	0.08447	0.25726	-0.30149	-0.15561	-0.02818	-0.04268	-0.20472	-0.40650	0.05896	0.46989	0.26830	0.70883	-0.25301	-0.07306	-0.34263	0.11136	(And (Past $e0) (Theme $e0 $x0))
p200038	0.01280	-0.31171	0.02007	-0.00394	0.12214	-0.08356	0.05802	-0.05423	-0.41968	-0.16898	-0.11066	-0.05415	-0.12932	-0.33993	0.13188	0.24352	0.22559	0.01525	-0.21552	-0.06839	0.16013	2.10650	-0.04103	0.31290	-0.01187	-0.12167	0.28376	0.16922	-0.11010	-0.14763	0.12185	-0.04613	(Experiencer $e0 $x0)
p200040	1.61379	-0.29726	-0.01440	-0.07056	0.33411	0.33666	-0.09960	-0.11602	0.12927	0.00898	-0.09123	-0.20688	-0.26226	-0.01672	-0.29633	0.04127	0.01554	-0.01209	-0.08632	0.18344	-0.34092	0.02409	0.19448	-0.14476	0.13400	-0.00960	0.27433	-0.11604	0.26170	-0.41504	-0.06339	0.81043	(Ongoing $e0)
p200048	0.03880	-0.02278	0.02521	-0.07076	-0.04686	0.64027	-0.48399	0.25091	-0.18810	-0.33889	-0.23787	-0.09480	0.04144	0.38498	0.10266	1.09977	-0.47110	0.00142	0.00819	0.17215	-0.06113	0.09122	-0.04020	0.09582	-0.22467	0.56136	-0.16695	-0.18927	-0.49434	0.13044	0.17188	-0.04893	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200049	-0.12308	-0.60871	-0.12599	0.01761	0.17729	0.77674	0.28466	0.06819	0.11771	-0.42822	-0.07583	1.87400	-0.08183	-0.06271	-0.39866	-0.05186	0.32915	0.06138	0.01924	-0.06932	0.41916	-0.09763	-0.40180	-0.16429	0.12710	-0.07007	0.79693	-0.45949	-0.08741	-0.22552	0.15986	0.03784	(Member $x0 thing)
p200051	-0.04762	-0.00424	-0.05731	-0.13548	-0.04097	-0.25832	-0.04461	0.00767	-0.08242	0.13586	-0.17485	0.12977	-0.11191	-0.00459	0.45789	0.26271	-0.20868	0.02843	0.09579	0.15478	-0.11410	0.00460	0.00601	0.01329	1.77168	-0.00853	-0.01362	0.28820	-0.04165	0.01419	-0.10472	0.05953	(Location $e0 $x0)
p200075	-0.05810	-0.07886	-0.04317	-0.10033	0.08985	-0.44551	0.67114	0.29666	0.22245	0.32850	-0.05806	0.19936	-0.00012	0.80505	0.25907	-0.41185	-0.70660	0.43891	-0.33153	-0.20278	-0.29020	0.22998	0.13704	-0.24198	-0.15652	0.15136	-0.03222	0.05156	0.29479	-0.17700	-0.08230	0.18024	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200080	-0.17723	-0.09481	0.09642	0.14622	-0.04309	-0.03546	-0.13442	-0.06435	-0.11161	0.64423	0.01791	-0.09233	0.76729	-0.47170	-0.48435	0.11567	-0.12164	-0.02547	-0.22460	-0.07291	0.62977	0.04130	0.30985	-0.10387	0.27888	0.03995	0.01187	-0.48159	0.07978	-0.05112	-0.10423	0.77674	(Theme $e0 $e1)
p200083	-0.12754	-0.04514	-0.01234	-0.39560	1.68411	-0.40986	0.28007	0.05724	-0.06474	0.13541	-0.26747	0.11423	-0.16090	-0.37969	-0.31332	0.22377	-0.30525	0.15370	-0.22675	0.54764	0.02060	-0.13746	-0.32037	-0.12275	-0.03922	0.04533	-0.19430	0.09544	-0.12042	1.36811	-0.02420	0.13426	(LocatedIn $x0 $x1)
p200093	-0.10993	-0.01017	-0.13138	-0.46706	0.07490	0.49462	-0.32240	-0.16275	-0.48035	-0.26791	0.04309	-0.03503	0.70624	0.57456	-0.01036	-0.14971	-0.33460	-0.00291	-0.01905	0.38424	-0.52605	-0.02751	-0.00548	0.42678	0.02938	-0.14161	-0.07941	0.19872	0.30809	0.04619	0.89941	-0.02233	(Cardinality $x0 <num>)
p200100	-0.18524	-0.00418	-0.07532	-0.18011	-0.29389	-0.06094	0.17749	0.20500	0.03591	0.03669	-0.08035	-0.19906	-0.15370	0.16574	0.26980	0.14469	0.35641	-0.22919	0.38610	0.26620	-0.29489	-0.09528	-0.28732	-0.06969	0.91193	-0.10310	0.11174	0.08605	0.00187	0.11650	-0.09001	0.20075	(And (Location $e0 $x0) (Past $e0))
p200105	0.03728	-0.06231	0.04407	0.07373	0.01196	0.52640	-0.49709	0.55706	0.10873	-0.21413	0.37664	-0.05951	-0.03565	0.06707	0.05664	0.63885	-0.33607	0.08571	-0.13229	-0.07778	0.01261	0.06967	-0.01489	-0.23882	-0.07574	-0.02404	0.03615	0.24581	-0.59260	-0.01258	-0.18345	-0.01988	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200112	0.74488	0.00858	-0.21825	0.19951	0.46179	-0.05171	-0.25492	-0.27008	0.12369	-0.33180	-0.01271	0.02278	-0.12430	-0.07706	-0.07869	0.17817	-0.08438	0.24519	0.11673	-0.36950	-0.13691	0.03100	0.23478	-0.18264	-0.00868	0.02554	-0.10023	0.14737	0.50417	-0.37277	-0.06906	0.10311	(And (Agent $e0 $x0) (Ongoing $e0))
p200114	0.21934	0.56361	-0.07178	0.07370	-0.11386	0.25686	0.44774	-0.14939	-0.08929	-0.22070	-0.02407	0.09559	0.09419	0.11561	-0.05996	-0.04026	-0.07666	0.13006	-0.11021	-0.21929	0.18349	0.09270	0.48865	0.10135	0.15998	-0.00768	-0.47531	0.10158	-0.34744	0.07600	0.02269	-0.05153	(Member $x0 person)
p200128	0.20987	0.33090	0.15740	0.08672	-0.25410	0.11471	-0.05872	-0.14149	-0.12522	-0.00672	0.15884	0.13542	0.10156	-0.07118	-0.20883	-0.01441	0.25754	0.05169	-0.10571	-0.01204	0.20227	0.05624	-0.11103	0.07358	0.03101	-0.02652	-0.25830	0.45105	-0.00048	0.38873	-0.23640	-0.22725	(Possession $x0 $x1)
p200133	-0.10931	-0.10344	-0.10506	-0.02101	-0.00927	-0.15874	-0.17841	-0.09925	0.97122	-0.25406	0.00205	-0.00597	-0.13108	-0.09344	-0.23070	0.08930	-0.24694	0.21446	-0.20816	-0.05936	-0.02667	-0.06818	0.04754	1.05793	0.08512	-0.01383	0.05727	-0.01929	0.01532	-0.01490	-0.27652	0.07838	(Goal $e0 $x0)
p200137	-0.12962	0.12544	-0.04884	-0.15141	0.16713	-0.04114	0.37869	0.47913	0.06973	0.13773	-0.01320	-0.00094	-0.00739	0.71305	-0.14362	-0.55426	-0.18201	0.30799	-0.15440	-0.11574	-0.29256	0.21755	0.13078	-0.15913	0.05004	0.19782	-0.14592	-0.26408	0.20942	-0.10689	-0.08699	0.14262	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200160	-0.21608	-0.06826	-0.04575	-0.01553	-0.02732	-0.03780	-0.14619	0.01922	-0.15239	0.54661	-0.05667	-0.05052	0.46576	-0.31199	-0.31910	0.05408	0.06578	0.04031	-0.08023	-0.05093	0.36352	-0.04846	0.27434	-0.03837	0.01867	0.02212	-0.01196	-0.25284	0.09211	-0.03505	-0.02667	0.70224	(And (Past $e0) (Theme $e0 $e1))
p200163	-0.02138	-0.06250	0.02279	-0.24884	0.09447	-0.18232	0.31716	0.04971	-0.33805	0.10510	-0.27526	-0.02151	-0.04789	0.07025	0.02279	0.23775	0.23358	-0.11849	0.05418	0.25062	0.04160	0.67171	-0.34637	0.30314	-0.16718	-0.04528	0.03201	0.20417	-0.12106	-0.24872	-0.06515	0.13667	(And (Experiencer $e0 $x0) (Past $e0))
p200164	-0.05517	-0.07753	-0.08039	-0.08292	0.19466	-0.12708	0.10920	-0.14429	-0.07599	-0.12315	0.09120	-0.08627	-0.18962	0.36234	0.10245	0.09661	-0.21571	0.15956	-0.18333	0.38190	0.15525	-0.07423	-0.01335	-0.01899	0.00695	-0.06647	0.07778	-0.10358	-0.00144	0.13187	-0.11607	-0.03658	(PartOf $x0 $x1)
p200178	-0.08787	0.69381	-0.00920	-0.05209	0.17335	-0.11123	-0.13199	-0.06214	-0.13718	-0.03928	0.05645	-0.10946	0.08415	-0.15726	0.02748	0.02287	-0.15556	0.11586	-0.08842	0.02039	-0.05291	-0.04625	-0.21904	0.04656	-0.02040	-0.07245	0.62463	0.03354	0.15656	-0.28988	0.14077	0.05260	(Member $e0 have)
p200192	0.10416	-0.41937	-0.23277	0.02654	-0.31869	-0.05147	-0.05989	-0.06936	0.11398	-0.02278	0.17646	-0.17378	-0.16460	0.03060	0.19725	-0.13534	-0.06418	0.07359	0.07841	-0.00184	0.04529	0.11446	0.58272	-0.09466	-0.01185	0.00720	0.49677	-0.29610	-0.00962	0.45071	0.21447	-0.14014	(Result $e0 $e1)
p200196	-0.08603	0.67268	-0.00500	-0.04838	0.16967	-0.11446	-0.12508	-0.06362	-0.13505	-0.04522	0.05293	-0.12250	0.07100	-0.14936	0.03493	0.01985	-0.14778	0.11333	-0.08755	0.02186	-0.06683	-0.04518	-0.21365	0.05277	-0.02192	-0.06266	0.61241	0.04633	0.16351	-0.27959	0.14378	0.04551	(And (Member $e0 have) (Theme $e0 $x0))
p200209	-0.07477	-0.08093	-0.13038	-0.02263	0.02154	-0.14540	-0.16824	-0.05892	0.84374	-0.26793	0.00990	0.00034	-0.13244	-0.07624	-0.16368	0.04098	-0.20799	0.20831	-0.16936	-0.01632	-0.03824	-0.06864	0.06189	0.89587	0.05964	-0.01942	0.03711	0.00353	-0.00034	-0.02609	-0.23814	0.06472	(And (Goal $e0 $x0) (Past $e0))
p200210	0.62907	-0.20026	-0.16327	-0.19493	0.04092	-0.12865	0.11350	0.31476	-0.17344	0.24805	-0.16790	-0.01539	-0.00749	0.32298	-0.30794	0.09609	0.00162	-0.08469	0.30961	0.01838	-0.21615	-0.11630	-0.15331	0.12026	-0.08928	-0.03240	0.25922	0.19475	-0.15036	-0.07569	-0.06082	0.16668	(And (Ongoing $e0) (Past $e0))
p200214	0.36504	-0.16455	0.26493	-0.11107	-0.22123	0.18623	-0.00129	-0.17800	0.21567	0.26502	-0.08465	0.06978	-0.16652	-0.31514	0.59256	-0.08111	-0.38965	0.01631	-0.41658	0.46245	-0.05340	-0.01543	0.01836	-0.16509	-0.14429	-0.03879	0.11388	0.13180	0.03419	0.10134	0.02646	0.24963	(And (Ongoing $e0) (Patient $e0 $x0))
