pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.06116	0.27055	0.64256	0.22092	-0.20025	-0.12758	0.41298	0.11548	0.05534	-0.40403	-0.17068	-0.42724	0.36609	-0.11414	0.07056	-0.31490	-0.23886	-0.13597	-0.33071	0.43212	0.00813	0.36725	1.34827	0.51691	-2.04542	-0.00689	1.03386	-0.29326	0.35792	1.24976	-0.12559	-0.02326	(Past $e0)
p200009	-0.03405	0.11849	-0.04162	0.20025	0.20540	1.24658	-0.76204	-0.08177	0.00247	-0.28920	0.00065	0.12418	-0.60996	0.24276	-0.34129	1.48835	0.24003	0.08235	-0.02674	0.37305	-0.19792	-0.20577	0.39456	0.01111	-0.39991	0.43433	0.06366	0.20934	0.47590	-0.09899	0.93188	-0.14101	(Agent $e0 $x0)
p200011	0.12749	-0.19219	0.09727	0.07298	-0.14039	0.14136	-0.01957	-0.16421	0.07736	-0.10880	0.01181	0.70587	-0.54768	-0.48303	-0.23193	-0.05457	0.15375	1.92630	0.17783	0.08101	-0.36096	-0.12575	-0.12595	0.06782	-0.19322	0.18774	0.00939	-0.18150	-0.12253	0.22045	-0.27736	1.00486	(Patient $e0 $x0)
p200012	-0.15033	0.07488	-0.04833	-0.06862	0.05073	-0.35389	0.00460	0.46975	2.22712	-0.01540	0.26712	0.01607	0.02664	0.57752	0.35034	0.36597	-0.29943	0.15938	-0.09105	0.02001	-0.07943	-0.32816	0.30668	-0.26430	0.04442	0.13806	-0.09849	0.12954	-0.19258	-0.28096	-0.24561	-0.01106	(Theme $e0 $x0)
p200025	-0.05937	0.20716	-0.47274	0.10801	0.03308	0.02096	0.09087	0.35444	-0.12114	0.03072	-0.07866	0.37204	-0.28307	0.27270	-0.20935	-0.11396	0.38115	-0.09986	-0.12062	0.16548	-0.29044	0.14219	-0.04006	-0.08077	-0.14168	0.30470	0.11111	0.22903	1.89865	0.00612	-0.17334	-0.15193	(And (Agent $e0 $x0) (Past $e0))
p200030	-0.05326	0.15883	-0.34616	-0.04558	0.11338	0.13160	0.36269	0.29994	-0.02959	-0.02250	0.22949	-0.29679	-0.34873	0.15885	0.27920	-0.00631	-0.17487	1.04228	-0.16525	-0.02459	-0.01964	-0.28549	-0.33893	0.10047	-0.24757	-0.02390	-0.33168	-0.15294	-0.11342	1.25441	-0.06195	-0.49111	(And (Past $e0) (Patient $e0 $x0))
p200036	-0.03763	-0.28155	-0.00970	-0.12864	-0.05323	-0.11860	0.48702	0.01747	0.66212	0.00561	-0.19269	-0.05745	-0.36293	0.09055	-0.17556	-0.04927	0.27355	0.03307	0.32754	-0.17309	0.23893	0.29819	-0.58263	0.21812	-0.50779	-0.03949	1.46646	-0.16937	0.06887	-0.35697	0.02897	-0.07329	(And (Past $e0) (Theme $e0 $x0))
p200038	2.15018	-0.00076	-0.18414	-0.05510	0.23077	-0.07936	0.05914	0.08638	-0.16122	0.12443	0.13362	0.02043	-0.05097	0.16893	0.09026	0.08919	-0.03021	0.10646	0.08726	0.07470	0.05618	-0.17277	0.07713	-0.09643	-0.23913	-0.10378	0.17791	0.22200	-0.07102	-0.13614	-0.15014	-0.32541	(Experiencer $e0 $x0)
p200040	0.04194	-0.34170	0.01104	1.80995	0.22174	-0.16685	0.20159	-0.20235	0.04904	0.06927	0.23401	0.10505	-0.02923	-0.00276	0.00737	0.10603	-0.10949	-0.00341	0.46985	-0.01478	0.17659	-0.23581	-0.07177	0.19189	-0.08576	-0.23705	-0.09963	-0.09983	0.00484	-0.07802	-0.14574	-0.12592	(Ongoing $e0)
p200048	-0.06562	0.13373	-0.36999	-0.09551	0.95110	1.15315	0.16003	-0.49581	0.50692	-0.14264	0.13319	-0.04357	0.13298	-0.11066	0.24812	-0.10174	-0.09044	-0.05145	-0.22820	0.15945	0.07093	-0.51184	0.08772	0.10948	0.20335	-0.38754	-0.14907	0.28530	0.08238	0.07142	-0.38883	0.02116	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200049	0.04018	1.70287	0.01797	-0.14965	-0.31651	0.05113	0.10931	-0.10201	-0.03182	-0.17219	0.21701	-0.30052	-0.00833	-0.25646	0.14260	-0.05607	-0.18634	-0.08299	1.38736	0.00362	-0.59270	-0.30708	-0.21347	0.09945	0.13610	-0.27353	0.12571	-0.17360	0.09853	-0.08980	0.31030	0.20748	(Member $x0 thing)
p200051	0.06807	-0.22309	0.07668	-0.02802	-0.08468	0.11317	0.08920	-0.15895	0.10361	-0.24393	1.47538	0.00826	-0.10826	-0.45582	0.04302	0.01870	0.03971	0.03714	0.00374	-0.23489	-0.20893	1.07098	0.02188	-0.02883	-0.13664	-0.03395	-0.14896	-0.00187	0.06636	-0.07782	0.14312	-0.03466	(Location $e0 $x0)
p200075	0.16595	0.00191	0.51856	-0.10640	-0.50934	-0.24805	-0.52240	0.26833	0.21065	-0.18784	-0.31727	-0.10042	0.14843	-0.12706	-0.06373	0.76747	0.00679	0.23460	0.00273	-0.21210	0.71842	0.22316	-0.34140	0.12249	0.12542	-0.35778	-0.14883	-0.24187	0.53218	0.10551	-0.14104	0.37535	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200080	0.08844	0.02823	0.33459	0.03827	-0.14892	-0.10687	0.09905	-0.12934	0.08343	-0.26215	0.32062	0.12169	0.06928	-0.15851	-0.11061	0.01490	-0.01397	-0.04731	-0.19376	-0.18989	-0.54343	-0.44478	-0.09410	1.01686	-0.11661	0.43864	-0.14843	0.84185	-0.06366	-0.14729	-0.12442	-0.02212	(Theme $e0 $e1)
