pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.01782	-0.00464	-0.05871	-0.01180	0.33402	-0.05052	0.03071	0.21334	0.56432	0.08294	0.09592	-0.20628	0.17748	-0.10641	0.92719	-0.24334	-0.09124	-0.19476	0.70968	0.10618	0.46401	-0.12397	-0.20213	-0.09700	0.21734	2.06502	-0.17936	-0.29851	0.03166	0.13251	0.68361	0.04714	(Past $e0)
p200009	0.01094	-0.01108	0.12884	0.00493	-0.00056	0.04511	0.16066	0.12784	0.06911	2.38510	0.07116	0.10528	-0.00568	-0.00476	0.12098	0.15575	0.06681	-0.02639	0.01082	0.01977	-0.08974	-0.11266	-0.00023	0.02333	-0.04716	-0.15628	-0.13720	0.17614	-0.03572	0.18913	-0.12330	-0.03816	(Agent $e0 $x0)
p200011	0.02294	0.00342	0.06511	-0.11295	0.18304	-0.09540	-0.00932	-0.10755	0.12220	-0.00415	0.12179	0.01494	-0.12355	0.03076	-0.00652	-0.16693	-0.16242	0.01318	0.02370	0.12311	-0.08245	-0.02707	2.37809	-0.03251	-0.02208	-0.08080	0.14407	-0.04281	0.07678	0.10240	0.11458	-0.02652	(Patient $e0 $x0)
p200012	2.32449	-0.19264	-0.03661	0.02499	0.10979	0.06794	0.00703	0.03041	-0.10533	0.01830	-0.20719	-0.20326	0.00357	-0.00128	-0.13973	0.46727	-0.20902	0.08838	-0.03882	-0.10029	0.22996	0.00073	0.02121	-0.10761	0.03073	-0.10306	-0.08469	-0.19387	-0.08578	0.10766	0.22473	0.12613	(Theme $e0 $x0)
p200021	-0.09517	-0.02437	0.01449	0.05068	-0.03381	0.04721	-0.04194	-0.18025	-0.05385	0.27472	0.03315	-0.16600	0.35242	0.05991	1.82906	0.14937	-0.01192	-0.06621	0.15120	-0.17193	0.23543	-0.16194	0.11151	-0.01161	0.05158	-0.70395	-0.29068	-0.24036	-0.10139	-0.14726	0.32056	-0.03095	(And (Agent $e0 $x0) (Past $e0))
p200027	-0.04535	-0.00983	-0.24639	0.09529	-0.31009	0.02597	0.04366	0.30478	-0.98529	-0.06279	0.13284	0.13466	0.54533	-0.11661	0.10457	0.74151	0.21777	0.19156	-0.40776	-0.37285	0.18662	-0.05996	0.79199	0.13329	-0.17486	0.84392	-0.57780	-0.02159	0.00504	-0.22760	-0.62892	-0.11592	(And (Past $e0) (Patient $e0 $x0))
p200029	0.06660	0.00810	-0.02860	-0.15015	0.04162	-0.01001	-0.12671	-0.12878	0.29733	-0.02822	-0.08361	0.13114	0.23896	0.02100	0.05705	0.01533	0.00688	0.01133	-0.02434	0.13514	-0.01284	1.91777	0.02945	0.00125	0.25669	-0.01141	-0.02012	-0.06092	0.12116	-0.11644	-0.08287	-0.01773	(Ongoing $e0)
p200036	0.02367	-0.01577	-0.09305	0.03151	0.00852	-0.02305	0.04710	-0.00271	-0.02000	-0.05904	-0.01410	0.04452	0.04422	2.20787	0.01228	0.03800	0.02923	0.08419	-0.01478	0.05803	0.10565	0.03477	0.00096	0.00000	-0.03954	-0.00197	-0.07817	-0.02037	0.11281	-0.04990	-0.00127	-0.05467	(Experiencer $e0 $x0)
p200040	0.32784	0.04083	-0.00870	-0.03751	-0.14355	-0.01132	0.04400	0.06912	-0.18243	-0.12960	-0.06021	0.11297	-0.06990	0.00758	-0.03726	0.01410	0.04775	0.07455	1.87551	-0.03123	-0.09687	0.03575	0.03595	0.08764	-0.02803	-0.13193	-0.09122	0.00253	0.06318	-0.00552	-0.29596	-0.16802	(And (Past $e0) (Theme $e0 $x0))
p200048	0.02854	0.72228	-0.05125	-0.12420	-0.20464	0.12021	0.83369	-0.07824	-0.04894	-0.01633	-0.13609	-0.06203	0.39324	-0.02141	-0.20364	-0.35005	0.14816	-0.01382	-0.00144	0.16088	0.29210	0.10997	-0.01580	0.84413	-0.76616	-0.02612	0.13225	-0.14122	0.15361	0.69599	0.29484	-0.84997	(Location $e0 $x0)
