pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200004	0.04678	0.20617	0.27594	-1.69691	0.11023	0.17120	-0.08488	-0.19832	-0.42298	0.28794	-0.32150	-0.25996	0.59587	0.25410	0.06037	0.01814	0.07829	0.19541	0.36988	-0.12355	-0.11785	0.06212	-0.30759	-0.12986	-0.07401	-0.23382	-0.15643	0.20398	0.32223	-0.46830	0.27668	-0.19859	0.43370	0.13555	0.63914	-0.30895	-0.00692	-0.06475	0.16457	-0.06639	0.46002	-0.03174	0.10190	0.26172	0.37192	1.05410	1.04715	0.06193	-0.04959	0.48379	0.62174	0.39929	0.40955	0.47235	0.18613	-0.06800	-0.35907	-0.16693	-0.28516	-0.18775	0.59883	-0.09697	-0.43185	-0.10939	(Past $e0)
p200009	0.03514	0.00809	0.02727	-0.00147	-0.01399	-0.09589	0.01602	0.12990	0.23763	0.01245	-0.02136	0.04522	-0.04121	0.01268	0.07962	-0.00250	-0.08117	0.01393	0.14039	-0.07570	0.01858	2.40874	-0.26418	0.00638	0.03116	0.03145	-0.05368	-0.06107	0.12931	0.04291	-0.08248	-0.00487	0.07486	-0.00003	-0.14535	0.10836	-0.09669	-0.04174	0.03617	0.01715	0.07185	-0.06076	0.00032	0.06538	-0.06059	-0.09521	-0.05033	0.00322	0.07788	0.15702	0.05036	-0.02728	0.04657	-0.03644	0.05167	-0.03460	0.08205	0.45071	0.22361	-0.05686	0.00012	0.00734	-0.05590	-0.01537	(Agent $e0 $x0)
p200011	-0.00116	0.08454	0.00687	0.02454	0.00749	0.05248	-0.01743	-0.13313	0.04503	0.01464	0.05938	-0.07897	-0.10454	0.01048	0.01501	2.48673	-0.07716	-0.08999	-0.06970	0.01013	0.04819	0.00247	0.07039	0.00999	-0.00210	0.03301	-0.10669	-0.09539	-0.00089	-0.08727	0.03384	-0.02403	-0.01704	-0.07792	0.02622	0.19735	-0.09657	0.01979	0.05767	0.00506	0.00761	-0.04105	0.08672	0.05640	0.09155	-0.05513	-0.05639	0.02536	0.05169	0.03761	0.00012	0.01740	0.01420	0.07114	-0.01641	0.00053	-0.05542	-0.02253	-0.03538	0.10314	0.01770	-0.02869	0.02318	0.08280	(Patient $e0 $x0)
p200012	2.46122	0.01761	0.01743	-0.00938	0.01486	-0.04246	-0.04745	0.03186	-0.07405	-0.04043	0.10039	0.01551	-0.04673	0.00824	-0.00711	0.00039	0.09448	-0.00134	-0.04342	0.00777	-0.00525	-0.02825	-0.01613	-0.01422	-0.03205	0.02833	0.09180	-0.04672	0.12109	0.15792	-0.00906	0.01805	-0.02259	0.05013	-0.00727	0.06526	0.06713	0.08146	-0.02487	-0.00799	-0.00693	-0.02937	0.07126	0.00292	-0.02579	-0.10229	0.00693	0.06944	0.10048	0.00391	0.07557	-0.03614	0.00558	-0.03410	-0.05092	0.00924	0.00909	-0.09080	-0.04008	0.02982	0.01508	-0.06612	0.02918	0.09034	(Theme $e0 $x0)
p200021	-0.02290	-0.12702	0.01083	-0.07964	0.03323	-0.10945	0.05522	-0.06820	-0.07096	-0.02121	0.11131	0.06292	0.11668	0.05914	0.00566	0.02193	0.13953	-0.03535	-0.11050	-0.03140	-0.00535	0.16978	-0.03223	-0.03006	0.10423	0.04427	0.01425	0.01781	-0.03825	0.39359	0.08433	0.03282	-0.05377	-0.04999	0.05534	-0.01822	-0.07990	0.05048	0.12733	0.02546	2.14816	-0.07631	0.06172	-0.04585	-0.02442	-0.19415	-0.11658	-0.02387	-0.02667	-0.12794	-0.07894	0.00227	0.06094	-0.05196	0.03911	0.01916	0.06298	0.04419	0.01275	0.06759	-0.13484	-0.02059	-0.03939	0.00659	(And (Agent $e0 $x0) (Past $e0))
p200027	0.00215	-0.06437	0.04696	-0.20716	-0.00911	-0.08926	0.04579	-0.04078	-0.01864	-0.03349	0.11405	0.11891	-0.00861	0.08746	-0.02232	0.15772	0.03433	-0.03457	-0.17772	-0.02203	-0.02804	0.01690	-0.06392	-0.01937	-0.03667	-0.11299	0.07087	0.08509	0.00502	0.19460	-0.00682	-0.13062	-0.03260	0.00098	0.03751	-0.03442	0.15430	-0.01807	-0.16330	0.03663	-0.05778	-0.02224	0.08121	-0.02268	-0.02132	-0.18823	-0.18524	0.10031	-0.00477	0.04765	-0.13682	-0.06796	-0.09874	2.09167	0.02159	-0.02018	-0.07521	0.04278	0.07268	0.05751	0.01540	-0.02502	0.02798	0.00111	(And (Past $e0) (Patient $e0 $x0))
p200029	-0.00830	0.12088	-0.00960	-0.12263	0.05233	-0.23266	0.09180	-0.01109	-0.02998	0.10282	0.12508	0.28383	-0.02057	-0.07023	0.01166	-0.02330	0.22320	-0.13568	0.08795	0.07549	0.13992	0.00342	0.20521	0.04240	0.08226	0.10864	-0.13930	-0.08333	-0.03275	0.00528	0.04576	0.13266	0.16470	-0.18097	0.27728	0.02202	0.15101	0.06785	-0.19062	0.00608	-0.01258	1.98644	-0.17093	-0.22152	-0.04505	0.01700	-0.00202	-0.01325	0.00315	-0.13646	0.04285	0.03551	0.21637	0.03370	0.09052	0.01403	0.19723	-0.05385	0.10088	-0.07513	-0.11946	-0.21591	-0.02093	0.10659	(Ongoing $e0)
p200036	-0.02151	0.02491	0.05656	0.03819	0.07373	-0.04492	0.02463	0.03651	0.05471	-0.00489	-0.01320	-0.00064	0.00942	0.05026	0.00688	-0.02193	0.03751	-0.04548	-0.02551	0.03940	0.02189	-0.01981	0.03993	-0.01389	-0.07639	-0.11397	-0.05930	-0.00950	0.01124	0.01414	-0.00792	-0.04993	0.02957	0.05074	-0.03259	-0.04252	0.04857	0.00938	0.06348	2.25809	-0.02039	-0.00117	0.09010	-0.03321	0.04112	-0.02016	-0.00404	0.04115	-0.00912	-0.02970	-0.03345	0.03458	-0.00359	-0.01643	0.03825	-0.01738	0.02096	0.01367	0.06844	0.05694	0.04346	-0.05097	0.08396	0.04274	(Experiencer $e0 $x0)
p200040	0.23661	-0.05277	0.01911	0.12426	0.00117	0.01373	0.01658	0.04964	0.07332	-0.03343	0.03660	-0.02715	-0.12789	-0.01894	0.00798	-0.02932	0.07856	-0.04347	-0.05493	0.03728	0.08650	-0.04021	-0.01791	0.03417	0.03474	0.00370	-0.03118	-0.05469	-0.00929	0.07874	0.03351	0.00160	-0.04004	0.04365	-0.19701	-0.08233	0.01122	-0.06939	0.04628	0.03120	-0.01653	0.00816	-0.02523	0.05130	0.07173	0.01150	-0.07286	-0.07787	0.01616	0.00586	-0.04062	2.05368	0.07682	-0.00224	-0.01503	-0.01258	-0.03333	-0.14086	0.03114	0.05544	-0.05532	-0.05752	0.00495	-0.03441	(And (Past $e0) (Theme $e0 $x0))
p200048	-0.01985	0.11636	0.04857	-0.19268	0.09404	0.13413	-0.02542	0.06556	0.43695	0.04674	-0.18003	-0.13022	0.45656	0.19770	0.00377	0.00412	0.20743	0.26649	-0.64355	0.23571	0.29480	-0.00358	0.10821	1.34285	-0.19568	0.11387	0.51499	-0.61993	-0.30162	-0.12233	0.13592	-0.09023	0.21194	0.02462	-0.16380	0.05485	0.38434	-0.25194	-0.04145	-0.02125	-0.01613	0.06121	-0.21674	-0.27907	-0.10141	0.02724	0.09140	0.01748	0.00221	0.03872	0.33338	-0.08166	0.04896	-0.06512	-0.12726	-0.01905	-0.06556	0.24178	-0.08995	0.70003	0.09995	-0.32113	0.09239	-0.36843	(Location $e0 $x0)
