pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.51017	-0.00468	0.24041	-0.38913	0.29085	-0.30613	0.18949	-0.01310	0.10037	-0.03198	0.07509	-0.37523	0.30062	-0.04130	1.30993	-0.30683	0.74988	-0.01171	0.54576	-0.35745	-0.17626	0.52040	-0.23463	-0.02338	0.40110	0.46347	0.17179	0.11255	-0.15641	0.05841	0.22771	-0.11053	(Past $e0)
p200009	-0.01753	-0.19626	-0.16444	-0.18137	-0.29286	0.16550	-0.13626	-0.09685	-0.17149	0.30628	0.82803	0.28645	0.23308	-0.06920	0.17319	0.45194	0.14722	0.06390	-0.02269	0.25740	-0.35281	0.12817	-0.14132	-0.52697	0.06775	-0.53519	-0.18790	0.13152	0.17759	1.19117	0.36619	0.03318	(Agent $e0 $x0)
p200011	0.23566	-0.23989	0.09353	-0.29837	-0.47604	0.27036	-0.40159	0.69469	0.00618	0.37734	0.00989	-0.04009	-0.10332	-0.15474	0.00719	-0.02865	0.17834	-0.01567	-0.06992	-0.21579	0.29012	-0.18001	0.95866	0.17340	0.47470	-0.26182	0.80261	-0.01633	0.65288	-0.10752	0.10720	0.18829	(Patient $e0 $x0)
p200012	0.56553	-0.28805	0.21976	0.16901	0.45488	0.12231	-0.55546	0.23495	0.01128	-0.20324	-0.39749	0.67830	-0.19020	-0.19618	-0.19257	0.18831	0.19711	0.82348	0.44093	0.70963	0.09865	-0.28954	-0.16412	-0.37129	-0.09529	0.43519	0.26089	-0.31779	-0.01229	0.32241	-0.22927	-0.25815	(Theme $e0 $x0)
p200021	-0.14120	-0.04441	0.19816	0.25218	-0.00581	-0.40206	-0.23760	-0.11737	-0.21408	0.30109	-0.38825	0.00970	1.06947	-0.11643	0.00808	0.88083	0.18399	0.06299	0.06261	-0.14893	-0.37924	0.12747	0.07384	0.23186	0.07825	-0.33310	0.00308	0.60082	-0.01469	0.11687	-0.07533	-0.13990	(And (Agent $e0 $x0) (Past $e0))
p200027	0.00548	0.43779	-0.01846	-0.15186	0.03877	-0.28641	0.37015	0.48277	0.12641	-0.25127	0.01023	0.23087	-0.15299	-0.04748	0.72670	0.26219	0.04889	0.00508	-0.19027	0.00914	-0.05829	-0.53560	0.61953	-0.07909	-0.38849	-0.26080	0.61394	-0.04419	-0.34482	-0.00715	0.00160	-0.03048	(And (Past $e0) (Patient $e0 $x0))
p200029	0.18943	-0.00888	-0.00878	0.14029	-0.06268	0.19566	0.14178	0.01502	0.07041	0.02299	-0.25509	0.38465	-0.07388	0.90835	-0.13924	0.02047	0.38562	-0.15275	-0.05585	0.01916	0.05768	0.84550	0.76689	-0.18239	-0.06854	0.04050	-0.41104	-0.13597	-0.06872	0.09914	-0.46988	0.00139	(Ongoing $e0)
p200036	0.42872	0.02668	-0.47803	0.22871	0.25680	-0.05226	0.64721	0.28472	-0.30110	0.07204	-0.12575	-0.02691	-0.07477	0.08248	-0.01643	0.09153	-0.08281	-0.02276	-0.03820	0.03226	-0.16656	-0.22933	0.03212	-0.19504	-0.34011	0.56143	-0.21718	0.79723	1.12577	-0.11402	-0.05794	0.24479	(Experiencer $e0 $x0)
p200040	0.36126	-0.00850	0.46376	-0.77733	0.03078	-0.07589	0.16046	-0.21253	-0.32805	0.10603	-0.01501	0.24910	0.41686	0.05832	-0.40381	-0.13571	0.02008	0.68360	0.12855	-0.68806	0.38064	-0.23500	-0.00341	-0.22744	0.01683	0.16257	-0.19535	0.06341	-0.06090	-0.20885	-0.02291	-0.32474	(And (Past $e0) (Theme $e0 $x0))
p200048	-0.29787	0.00118	0.28170	-0.45927	-0.34512	-0.02841	0.50589	0.00588	-0.21161	-0.23186	-0.19071	0.53482	-0.04694	0.02454	-0.04159	-0.21072	-0.02250	-0.13241	0.14412	0.63615	-0.10081	0.25887	-0.19286	0.54078	0.12045	-0.07236	0.06025	0.00311	0.38128	0.00463	0.24828	-0.32830	(Location $e0 $x0)
