pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.22917	-0.03643	-0.12162	-0.01243	-0.08223	-0.11118	-0.05117	0.37954	-0.14974	-0.06015	0.22062	-0.08356	0.28609	0.43351	0.87359	-0.31202	-0.11852	0.28636	0.45358	0.51657	-0.17515	-0.33022	-0.33515	-0.03866	0.57021	-0.40725	-0.46580	-0.41420	0.55735	-0.00113	0.02561	0.01644	(Agent $e0 $x0)
p200008	-0.08563	0.04848	-0.10668	-0.13526	0.35952	0.26942	0.10746	0.15916	-0.19930	0.24519	0.36159	0.20263	-0.28439	0.08635	0.14706	-0.41894	0.11133	-0.20362	-0.03796	-0.21470	-0.08534	0.64635	0.12243	-1.13570	-0.08248	-0.06693	-0.11419	-0.50155	-0.12024	0.03251	0.46348	-0.13465	(Theme $e0 $x0)
p200013	0.24431	0.77998	-0.23865	-0.51525	0.09346	-0.01919	-0.27528	-0.33312	-0.45780	0.38494	0.35268	0.24490	0.09938	-0.33584	-0.12000	-0.47883	0.65377	-0.17256	0.11445	0.07441	0.11183	-0.07945	0.31571	0.70406	-0.09365	-0.06631	-0.04037	-0.00839	0.27484	-0.34391	0.59393	0.03334	(Past $e0)
p200015	0.00810	-0.37060	0.08222	-0.29100	0.29439	0.17795	0.22195	0.33400	-0.05900	-0.08453	-0.14619	0.11674	-0.05266	0.33057	-0.03245	-0.55212	-0.24972	0.13031	0.19241	-0.13531	-0.01715	-0.03786	-0.16385	-0.45126	0.01667	0.01588	0.13355	-0.26500	0.49757	-0.29177	0.26401	-0.06175	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200022	-0.38084	0.38480	0.50792	-0.19546	0.04889	-0.52996	-0.19387	-0.04843	-0.26548	0.12237	-0.05566	0.19132	-0.13667	-0.12868	0.56325	-0.23681	0.06026	-0.17961	0.11219	-0.23070	-0.49664	-0.30229	0.18579	-0.20659	0.43549	0.38655	0.46897	0.36248	0.26138	0.35770	-0.30277	-0.13143	(Patient $e0 $x0)
p200033	0.26786	0.26337	-0.27863	-0.11469	-0.27319	-0.08607	0.03006	-0.05328	-0.01980	0.09477	0.49957	-0.32255	0.12784	0.09389	-0.20387	-0.34729	0.00545	0.28157	0.41611	0.13151	0.23869	-0.08638	-0.12309	0.29612	0.27388	-0.07942	0.01865	-0.20369	0.19496	0.21772	-0.11608	0.00573	(And (Agent $e0 $x0) (Past $e0))
p200039	-0.29193	0.00298	-0.44928	0.71758	0.24774	0.16055	-0.38228	-0.04893	-0.32553	-0.05902	0.24121	-0.26442	0.06186	0.18350	-0.08797	-0.14255	-0.25283	-0.68113	0.41589	0.03625	0.02263	-0.19833	0.38287	-0.01666	0.34687	0.10924	-0.19855	-0.04025	-0.15616	-0.14422	-0.21460	-0.06269	(Location $e0 $x0)
p200041	0.03600	0.43865	-0.14355	-0.09163	-0.03446	0.01244	0.18772	0.07018	0.10958	-0.02936	0.34074	0.04856	0.06279	-0.34816	-0.25737	-0.13211	0.34142	-0.07928	0.15479	-0.24319	0.14500	0.30212	0.15324	-0.45472	0.15412	-0.10809	-0.26660	0.20427	-0.02845	-0.18629	0.24907	0.00476	(And (Past $e0) (Theme $e0 $x0))
p200049	-0.44779	-0.05293	0.24466	-0.20320	0.39091	-0.09519	-0.07668	-0.33601	-0.18696	0.45638	-0.11719	0.03862	-0.45408	-0.25293	0.32414	-0.34582	0.01221	-0.17670	0.15089	-0.16765	-0.20230	-0.21808	-0.02314	0.35955	0.19500	0.17773	0.41405	-0.02636	0.22202	-0.00998	-0.08075	-0.12144	(And (Past $e0) (Patient $e0 $x0))
p200051	0.06284	-0.09476	0.01451	0.18115	0.08703	-0.03125	0.05445	-0.27261	0.03249	-0.11695	0.33262	-0.32278	-0.20858	-0.25153	0.26127	0.06606	-0.21390	0.03782	0.00354	0.47516	-0.01870	0.23942	0.28465	-0.09701	-0.19307	0.38743	0.04780	-0.06279	0.09241	0.02134	0.15615	-0.16010	(Cardinality $x0 <num>)
p200053	-0.04807	0.44213	-0.33925	0.08334	-0.16839	-0.16887	0.08565	0.07606	0.19902	0.01234	0.08818	-0.08460	-0.00628	-0.02861	0.24646	0.10092	-0.08985	-0.14247	0.19246	0.02530	-0.22758	-0.00356	-0.02757	-0.04205	0.05118	-0.11733	0.07532	-0.00450	0.43134	0.40146	-0.37461	-0.28706	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200070	0.07159	0.02093	-0.05501	-0.07809	-0.07113	-0.07812	-0.38429	-0.22895	-0.09868	0.05788	0.07684	-0.16500	0.11390	0.16412	0.00891	-0.00739	0.00321	0.10557	-0.00299	0.06396	-0.05155	-0.07204	-0.09396	-0.00148	0.01225	-0.09916	-0.07948	-0.02640	0.04683	-0.10871	0.06562	0.19060	(Member $x0 person)
p200071	0.04185	-0.01160	0.24320	0.20812	-0.02605	0.36201	0.07612	-0.00916	-0.25447	0.23086	-0.01345	0.05881	-0.13381	-0.04894	-0.22293	0.12826	0.11470	0.01217	-0.03405	0.21486	-0.09254	-0.17384	-0.04482	-0.15115	-0.11443	-0.12279	-0.21444	0.16953	0.32348	0.08856	-0.01171	-0.02315	(Recipient $e0 $x0)
