pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.45920	0.36311	-0.02281	-0.08598	0.68878	-0.17950	-0.58370	-0.52479	0.32195	-0.44582	0.07971	0.09260	-0.67803	-0.04373	-0.65553	-0.00899	0.68581	0.23781	-0.01166	-0.55357	0.03814	0.14441	0.12754	-0.10374	0.45591	0.27757	-0.02943	0.23833	0.70405	-0.11891	-0.14315	-0.07388	(Agent $e0 $x0)
p200008	-0.25258	-0.00687	0.87588	0.64473	-0.05458	0.34474	0.26667	0.03188	-0.20863	0.13581	-0.25941	0.18584	0.13260	0.34020	-0.17672	-0.09165	-0.28232	-0.01755	-0.17714	-0.85827	0.07180	-0.03408	-0.23192	-0.12160	0.00302	-0.01379	-0.28074	0.90467	-0.07845	0.01379	0.08806	0.10761	(Theme $e0 $x0)
p200013	-0.70463	0.24686	0.24949	0.10280	0.13086	-0.08703	-0.53476	-0.01821	0.09052	-0.41848	-0.16122	-0.10463	-0.12677	1.27966	0.19554	-0.04952	0.03132	0.30750	-0.51500	-0.16250	-0.43930	0.47583	0.08732	0.16827	-0.18549	0.01989	0.20275	-0.75978	0.01151	0.03157	0.25153	0.18013	(Past $e0)
p200015	0.26630	-0.03692	0.04770	0.14391	0.17028	0.62553	0.31267	-0.35148	-0.06841	-0.52454	-0.15564	0.08652	0.17109	-0.07412	0.04240	-0.20846	-0.29974	0.01854	-0.39185	-0.46894	-0.10407	-0.13433	0.12774	-0.29998	0.19397	-0.35499	-0.49007	0.45468	0.34762	0.21404	-0.04213	0.24026	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200022	0.00615	0.31578	-0.32068	0.73252	0.09460	-0.35751	-0.25396	-0.44024	-0.14611	-0.13205	0.23899	-0.80898	0.21363	0.12631	0.02239	0.06522	0.30812	-0.42701	0.07478	0.06129	0.06834	0.14563	-0.59147	0.27803	-0.14505	0.25801	-0.15033	-0.02724	-0.05317	0.60698	-0.37152	-0.30098	(Patient $e0 $x0)
p200033	-0.18261	0.45865	-0.09368	-0.35497	0.30174	-0.20577	-0.32346	0.14598	0.12843	-0.19543	0.15002	-0.25651	0.10086	0.11151	-0.00531	0.17240	0.24872	0.20604	-0.03957	-0.50386	-0.26450	-0.13908	0.18931	-0.09955	0.31221	0.12802	0.16259	-0.40024	0.27912	-0.26068	0.05440	0.14936	(And (Agent $e0 $x0) (Past $e0))
p200039	0.11679	-0.26665	0.32808	-0.42812	0.15729	-0.21851	0.13553	0.10371	0.99176	-0.11954	0.52253	-0.03228	0.22708	0.13993	-0.02269	0.08790	0.01029	0.15745	0.13844	-0.12259	0.35107	0.03254	-0.48987	-0.01083	-0.52852	-0.25983	-0.30989	0.08110	-0.04453	-0.03484	-0.25873	-0.07402	(Location $e0 $x0)
p200041	-0.27803	0.25175	0.25051	0.27359	-0.01569	0.16570	0.24960	0.15556	-0.14138	0.32696	0.02002	0.04402	0.11350	0.42023	0.30555	-0.36044	0.29145	0.20122	-0.02428	-0.36077	0.18302	0.07076	-0.20398	0.08273	0.11340	-0.36714	-0.29371	-0.02840	-0.14103	-0.35265	0.34592	0.23050	(And (Past $e0) (Theme $e0 $x0))
p200049	-0.12115	-0.00058	-0.26407	0.27499	-0.27917	-0.09165	-0.26700	-0.43085	0.04346	-0.53072	0.00924	-0.31792	0.33483	0.30569	0.20794	0.28687	-0.38630	-0.24514	0.07133	0.03119	-0.11537	0.39407	0.00720	0.35572	-0.13068	0.01056	0.21747	-0.01870	0.06746	0.38334	-0.40292	-0.09256	(And (Past $e0) (Patient $e0 $x0))
p200051	-0.20880	0.21761	-0.09980	-0.36546	0.34400	0.25322	0.06954	0.29812	0.08956	0.06337	0.00422	0.12508	0.28932	-0.08743	-0.32218	-0.06222	-0.35521	-0.51191	0.16687	-0.25945	0.01157	0.48923	0.05167	0.18625	-0.12802	0.12982	-0.07559	0.12313	-0.11285	0.21051	0.11635	-0.19999	(Cardinality $x0 <num>)
