pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.28278	-0.45456	0.37469	-0.09046	0.39831	0.46896	-0.12553	0.39796	-0.71927	-0.74862	-0.28131	-0.45060	0.03426	-0.56819	1.30385	0.43734	0.84502	-0.04186	1.22713	0.34240	0.28354	-0.03422	0.01052	-0.32046	-0.05809	0.22661	0.35603	0.70252	0.45562	0.08216	0.74066	-0.06697	(Past $e0)
p200009	-0.01673	0.15857	0.04075	0.00697	0.01658	-0.02313	-0.01790	0.05624	-0.07620	-0.03802	0.12261	-0.07906	-0.00622	-0.02581	0.03732	0.12117	-0.09671	-0.02485	-0.11508	0.05098	0.11595	-0.10844	0.00049	0.13035	0.03611	0.03062	0.01995	-0.06592	0.04130	2.49450	-0.04433	0.08217	(Agent $e0 $x0)
p200011	0.00143	0.04816	0.10793	-0.02916	0.04583	-0.03415	0.03651	-0.01038	0.25515	0.19121	-0.07168	0.10099	0.08012	-0.09476	0.01767	-0.03381	-0.10725	0.02616	-0.02610	-0.04359	0.06620	0.01976	2.43639	-0.08673	-0.00238	0.11053	0.03748	-0.00709	-0.07452	-0.02292	0.07371	-0.00782	(Patient $e0 $x0)
p200012	-0.11755	-0.17275	-0.04389	-0.00943	-0.14650	0.18776	-0.03725	-0.03015	-0.41826	0.14692	-0.09289	0.10978	0.02446	-0.01336	-0.00480	-0.07666	-0.15765	-0.11430	-0.13041	0.33606	-0.14833	-0.03031	0.05278	-0.13833	2.33950	0.17623	0.59755	-0.06676	-0.14729	-0.00282	-0.16884	0.04093	(Theme $e0 $x0)
p200021	0.01507	-0.06901	-0.04661	-0.00091	0.09469	0.02553	-0.00311	2.12857	0.11238	-0.13146	-0.10287	-0.08122	-0.01327	0.17809	-0.02035	-0.01892	-0.17787	-0.13967	-0.16667	-0.16652	0.05142	-0.09051	0.06322	0.03364	0.02198	0.07684	-0.11177	0.06289	0.01358	0.25456	-0.00396	0.16865	(And (Agent $e0 $x0) (Past $e0))
p200027	0.05104	0.22592	-0.15791	0.03702	0.07544	-0.06040	0.00260	-0.12286	-0.30722	-0.40883	-0.27164	0.04923	0.06856	-0.19937	-0.25594	-0.00584	1.73611	0.03799	-0.14149	-0.07728	0.03613	-0.12521	0.48130	0.10298	-0.05699	0.24537	0.22427	-0.26575	-0.28318	0.01079	-0.19511	0.01316	(And (Past $e0) (Patient $e0 $x0))
p200029	-0.06803	-0.00048	-0.11402	-0.02782	0.11474	0.20664	0.04746	-0.00417	0.02712	0.01955	0.14928	-0.11108	0.05232	-0.01223	-0.15305	0.04093	0.09026	-0.10947	-0.10417	-0.10890	0.08860	1.92813	-0.03546	0.02846	0.08233	-0.02231	0.04041	0.11151	0.24632	-0.02145	0.04915	0.09301	(Ongoing $e0)
p200036	0.12865	0.01279	0.01913	-0.02065	0.08961	0.01010	2.19041	0.02283	-0.30489	0.10497	-0.03408	0.00914	0.05893	-0.01032	0.09372	0.01934	-0.07339	0.07874	-0.05289	-0.03151	0.04563	0.02521	-0.00925	0.16174	0.02884	-0.19434	-0.00170	0.01167	-0.03956	-0.08477	-0.00159	-0.07488	(Experiencer $e0 $x0)
p200040	-0.14821	0.10220	0.05913	0.01049	0.06922	0.06492	0.11828	0.08484	0.07190	-0.26839	-0.05272	0.11513	-0.04666	0.33937	-0.62573	0.08813	-0.16897	-0.01382	1.64767	-0.26676	0.03352	0.02341	0.03189	0.24325	0.49905	-0.03132	-0.52588	-0.08502	-0.19903	-0.03843	-0.06253	-0.00693	(And (Past $e0) (Theme $e0 $x0))
p200048	0.19768	0.00762	-0.45993	-0.04539	0.04936	-0.10967	-0.12905	-0.18740	-0.27958	0.00275	0.04682	0.03678	1.07077	0.19472	0.16859	-0.08422	-0.15042	0.36728	0.00715	-0.02174	0.04797	0.01019	-0.00218	1.05853	0.02934	0.57574	-0.37799	0.47940	-0.19795	0.00246	0.09045	-0.36114	(Location $e0 $x0)
p200050	0.30298	1.65758	-0.14788	0.01141	-0.07325	-0.41903	0.03418	-0.08794	-0.15026	0.10202	0.30711	-0.13722	0.15589	-0.51942	-0.06931	-0.00546	0.11605	0.34389	0.00109	0.20848	-0.09364	-0.10622	-0.07672	-0.37827	0.24537	-0.04062	0.45830	0.26139	-0.15358	0.28115	-0.04686	-0.27535	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200059	-0.16947	-0.01281	0.14324	-0.01964	-0.03822	-0.04306	-0.01898	-0.04444	-0.18747	0.18527	-0.16896	-0.50829	-0.07992	0.06570	0.14509	-0.22026	0.04798	1.59851	0.06327	0.09501	-0.06568	-0.00491	-0.07290	-0.00677	-0.06699	0.04309	-0.18483	-0.23749	-0.27371	-0.01101	-0.07509	1.71892	(Member $x0 thing)
p200072	-0.43139	0.06052	-0.02280	-0.03849	-0.14732	0.42339	0.05399	-0.08141	-0.34259	0.30050	-0.10407	0.84718	0.08845	0.18364	-0.17816	-0.28772	0.19135	0.41672	-0.01858	0.18873	-0.19376	-0.02704	-0.06123	-0.05759	-0.01420	-0.17296	-0.23936	0.15866	0.95446	0.12601	-0.06563	-0.24510	(Theme $e0 $e1)
p200079	-0.09882	-0.40356	0.35293	0.01264	-0.25240	-0.20752	0.16473	0.16780	0.11497	-0.13174	0.17535	-0.30127	-0.26333	-0.36271	-0.44222	-0.01240	0.21106	-0.13242	0.12436	0.38956	-0.27319	-0.05513	0.12579	1.22340	-0.04054	-0.55205	0.50734	-0.19318	0.33918	0.15362	-0.15549	0.12564	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200081	0.01632	-0.02500	-0.00563	2.25880	0.00954	-0.00635	0.00514	0.00018	-0.02076	0.01191	0.00286	0.00885	-0.01267	0.01118	0.00305	0.00802	0.01559	0.03320	0.02630	-0.01180	0.00978	-0.00468	-0.00817	0.01187	0.00077	0.01853	-0.01016	0.00788	-0.02030	0.00838	0.03923	-0.02159	(LocatedIn $x0 $x1)
p200084	0.05604	0.00607	-0.39249	-0.00703	0.06371	0.03553	-0.18399	-0.03158	0.02189	-0.15367	0.14859	-0.06607	0.41466	0.15625	0.29538	-0.05202	-0.07292	0.32329	-0.17682	-0.15367	0.09556	-0.12815	-0.02293	0.80796	0.13548	0.53764	-0.26265	0.78988	-0.20800	-0.10573	0.07215	-0.27505	(And (Location $e0 $x0) (Past $e0))
p200086	0.05878	-0.15673	0.09435	0.01255	-0.18612	-0.27618	-0.01643	-0.20025	-0.22944	0.05719	-0.01395	0.01766	-0.03376	-0.10030	0.10522	-0.16873	0.04461	0.19971	0.19858	0.24339	-0.15398	0.96057	-0.05343	-0.09338	-0.15198	0.10116	0.10061	-0.15658	-0.40269	0.40817	-0.12025	-0.23180	(And (Agent $e0 $x0) (Ongoing $e0))
p200106	0.03615	-0.07011	-0.01862	-0.00559	-0.24679	-0.01957	0.02452	-0.02917	-0.32674	0.06721	-0.01681	-0.10196	0.07369	-0.08525	-0.18588	-0.10445	-0.10660	0.09033	0.04789	0.63922	1.28741	-0.03165	0.03419	-0.06245	-0.06571	-0.05434	0.04251	-0.02910	0.00899	-0.02663	-0.25322	-0.14713	(Goal $e0 $x0)
p200111	0.06478	1.05992	-0.01076	-0.03373	0.06060	-0.40068	0.06750	0.48585	0.00203	0.04840	0.12693	-0.08116	0.13014	-0.02555	-0.25221	-0.09234	-0.03575	0.34756	0.53127	-0.18668	-0.03192	-0.00910	0.02208	-0.18222	-0.10872	-0.05239	-0.03333	0.00274	-0.07983	-0.16204	0.00839	-0.32124	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200115	0.32409	-0.10269	-0.40217	0.06401	-0.00438	-0.01847	0.09273	0.01850	-0.26804	-0.55169	0.52427	0.98731	0.20354	0.09478	-0.30034	0.81874	0.02502	-0.79853	0.10464	0.19207	-0.08561	0.00246	0.03809	-0.21508	-0.11779	0.10907	-0.01995	0.36255	-0.28450	-0.03289	-0.22192	0.96799	(Cardinality $x0 <num>)
p200121	-0.33893	0.07013	0.13049	-0.02664	-0.14208	0.34210	-0.02345	0.06971	-0.16284	0.28951	0.04284	0.66532	0.00610	0.16046	0.01574	-0.28845	0.31431	0.32672	-0.06705	0.23715	-0.16914	-0.02506	-0.14867	-0.12757	-0.01442	-0.13938	-0.16180	0.22802	0.46553	-0.03263	-0.04416	-0.25953	(And (Past $e0) (Theme $e0 $e1))
p200124	-0.19192	0.06873	-0.09779	0.03006	0.04958	-0.02411	0.73952	-0.17024	0.27420	-0.16007	0.21762	-0.16598	-0.04417	0.01416	0.77185	0.13901	0.07618	0.16431	-0.15225	-0.29510	0.11183	-0.06079	-0.00682	-0.05800	0.13496	-0.55506	0.09763	0.31441	-0.09364	0.04888	-0.03362	-0.07388	(And (Experiencer $e0 $x0) (Past $e0))
p200128	-0.03611	-0.26106	-0.00274	-0.00432	-0.18017	-0.13142	0.12599	0.37740	0.11530	-0.04896	-0.13988	-0.18669	-0.09805	-0.25420	-0.40846	0.00478	0.55868	-0.29639	-0.04062	0.24906	-0.21773	-0.06222	-0.12181	0.88101	0.02780	-0.38359	0.41120	-0.17527	0.26047	-0.04627	-0.10086	0.25400	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200132	-0.24931	0.03642	0.76219	0.03724	-0.14567	0.09257	0.05030	0.11308	0.35265	-0.13792	-0.22632	-0.10458	1.73893	-0.29166	-0.14306	0.09374	0.07071	-0.40608	-0.07310	0.00071	-0.09856	-0.06196	-0.06606	-0.56723	0.00010	-0.51254	0.35337	-0.23908	0.20878	-0.09458	-0.14686	0.39863	(PartOf $x0 $x1)
p200140	0.00482	-0.07100	0.00157	0.00201	-0.21155	-0.00737	0.00597	0.01722	-0.27420	0.05734	-0.00724	-0.13676	0.06347	-0.07843	-0.12656	-0.05269	-0.05470	0.03371	0.06652	0.57083	1.11852	-0.00245	-0.02758	-0.02638	-0.07472	-0.04415	0.04968	-0.04793	-0.00139	-0.06908	-0.27519	-0.07038	(And (Goal $e0 $x0) (Past $e0))
p200141	0.05008	-0.09104	-0.10177	0.06194	0.15486	-0.15310	-0.13527	0.26844	0.30553	-0.30987	0.25113	-0.09725	-0.10232	-0.08105	-0.01317	0.56489	0.23415	0.39491	-0.20444	-0.33614	0.11579	0.60027	-0.17295	-0.14870	0.15058	0.07293	0.06126	0.13203	0.20395	-0.23154	0.07431	-0.22046	(And (Ongoing $e0) (Past $e0))
p200149	-0.06361	0.07054	0.57690	-0.01077	0.07617	-0.00781	0.16208	-0.01259	0.15293	0.01765	0.10000	-0.06392	-0.12665	-0.11469	-0.16615	0.06402	-0.00028	-0.20195	-0.08511	-0.13717	0.05716	-0.01244	-0.11313	-0.05253	0.03529	0.98289	0.00635	-0.25652	0.28556	-0.03226	0.11899	0.11864	(Result $e0 $e1)
p200158	-0.22217	0.23410	-0.00844	0.07713	0.13310	0.45811	-0.00875	-0.04961	0.10932	0.13227	0.07191	-0.00174	-0.13406	-0.04687	0.08900	-0.19153	-0.46588	-0.33531	0.02865	-0.11422	0.10201	0.40621	0.42623	0.24864	-0.04190	-0.09041	0.10116	0.07154	0.11986	-0.07107	0.06876	0.25960	(And (Ongoing $e0) (Patient $e0 $x0))
p200159	-0.14716	-0.23006	-0.21194	-0.02353	0.00210	0.08354	0.00930	0.02252	-0.12938	-0.05324	0.08254	-0.02857	0.03791	0.64823	-0.05637	-0.03315	-0.10385	0.13606	0.02807	-0.07238	-0.01308	-0.06822	0.03879	-0.14059	-0.00951	0.17892	0.64868	-0.09264	-0.05431	0.01385	0.03252	-0.13077	(Member $e0 have)
p200171	-0.13616	-0.22877	-0.20215	-0.01979	0.00320	0.07281	0.01053	0.02625	-0.12751	-0.04691	0.07949	-0.03954	0.03848	0.64220	-0.04819	-0.02735	-0.10866	0.12774	0.02297	-0.06875	-0.01044	-0.06452	0.04448	-0.13764	-0.00224	0.17661	0.64309	-0.09496	-0.07024	0.01233	0.03086	-0.12264	(And (Member $e0 have) (Theme $e0 $x0))
p200178	-0.21801	-0.01037	0.01928	-0.00853	-0.03472	0.03508	-0.04448	-0.06915	-0.34577	1.05200	-0.27844	-0.32987	0.03475	-0.10966	0.05786	1.49887	-0.19726	0.15350	-0.01919	0.04308	-0.07091	-0.12616	0.05692	0.21802	-0.03456	-0.01066	0.03341	-0.36159	0.06817	0.02366	-0.10780	-0.26071	(Future $e0)
p200179	-0.05036	0.05634	-0.05298	0.06755	-0.02258	-0.06461	0.06390	-0.05691	-0.00709	-0.05939	0.01326	0.01517	-0.10335	-0.03132	0.05389	-0.10445	-0.00821	0.06912	-0.02781	-0.04685	-0.01298	-0.00964	0.01072	0.05695	0.01993	0.03798	0.08117	0.06461	0.01876	0.05721	-0.05139	-0.06043	(Possession $x0 $x1)
p200187	-0.06447	-0.08453	0.01247	-0.00076	1.32133	-0.02448	0.05586	0.02238	-0.31177	0.05662	-0.02176	-0.07433	0.09842	-0.01725	-0.21391	-0.09342	-0.10565	0.10939	-0.04824	0.62126	-0.23715	-0.02808	0.01191	-0.07044	-0.03828	-0.09491	-0.02228	-0.04266	-0.00561	-0.03549	-0.28626	-0.15238	(Source $e0 $x0)
p200192	1.26852	-0.12248	0.33622	-0.01633	-0.09899	1.14416	0.09265	0.10783	-0.14440	-0.11039	-0.27323	-0.02404	0.03056	-0.08685	-0.20336	0.11897	0.00552	0.49200	-0.01307	0.02170	-0.14611	-0.03390	0.01062	-0.05718	-0.05983	-0.10714	-0.00966	-0.16761	-0.60770	0.00201	-0.08337	-0.45050	(GroupOf $x0 person)
p200219	0.04421	-0.07600	-0.23415	-0.00117	-0.06442	0.07384	-0.05837	0.04960	-0.24447	0.16110	-0.14375	-0.00415	0.48091	-0.03959	0.21811	-0.18852	-0.21503	0.00374	-0.01456	0.19977	-0.13757	0.05398	0.00295	0.36804	-0.07520	0.41734	-0.04348	0.06805	-0.15251	0.12841	-0.21868	-0.02342	(And (Agent $e0 $x0) (Location $e0 $x1))
p200232	0.16436	-0.23297	-0.00509	-0.02312	-0.05445	-0.20046	-0.03759	0.06299	0.09812	0.24553	-0.07748	-0.07750	-0.02920	-0.03323	0.27695	-0.18543	-0.14852	0.01875	-0.05627	0.13226	-0.02616	0.03885	0.16503	-0.08367	0.22291	0.06243	-0.01536	-0.07452	0.07593	-0.04845	-0.07385	0.19954	(Obligated $e0)
p200242	0.37126	-0.07310	-0.15284	-0.05737	0.15426	-0.35672	-0.01692	-0.05649	0.18306	-0.02474	0.09681	0.00103	0.45524	0.27074	-0.04567	0.19017	0.15443	0.17000	0.04432	-0.17690	0.13919	0.26804	-0.05706	0.18532	0.12225	-0.03466	-0.25996	-0.22709	0.22219	0.02023	0.15281	-0.06605	(And (Location $e0 $x0) (Ongoing $e0))
p200256	-0.02445	-0.08673	0.31760	-0.00587	0.01837	-0.20776	-0.03495	0.00096	-0.07051	0.06122	-0.23302	0.54483	-0.02183	0.24699	0.02440	0.00225	-0.02368	0.24136	0.02767	-0.09058	0.02083	-0.01403	0.05343	-0.02104	0.00063	-0.07260	-0.19287	0.02538	0.03534	0.17876	-0.02792	-0.17026	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200278	-0.10818	-0.10882	-0.15850	-0.00975	0.00424	0.02991	0.00658	0.02406	-0.11174	-0.00734	0.07311	-0.07325	0.05704	0.51538	-0.03613	-0.00046	-0.08838	0.18838	0.02867	-0.04302	-0.01612	-0.05673	0.02521	-0.12925	-0.10958	0.14422	0.61517	-0.07484	-0.06592	0.00646	0.01503	-0.14812	(And (Holder $e0 $x0) (Member $e0 have) (Theme $e0 $x1))
p200283	0.04044	0.08920	0.28644	0.01145	0.03564	-0.07026	0.27245	-0.00153	0.17825	0.10937	-0.10895	0.04922	-0.12959	-0.04999	-0.17417	-0.02438	-0.02916	-0.12064	-0.02226	-0.02009	0.05232	-0.02151	-0.00369	-0.00452	-0.00379	0.81237	-0.00609	-0.18401	0.15515	-0.01424	0.11419	0.09611	(And (Experiencer $e0 $x0) (Result $e1 $e0))
p200284	-0.10818	-0.10882	-0.15850	-0.00975	0.00424	0.02991	0.00658	0.02406	-0.11174	-0.00734	0.07311	-0.07325	0.05704	0.51538	-0.03613	-0.00046	-0.08838	0.18838	0.02867	-0.04302	-0.01612	-0.05673	0.02521	-0.12925	-0.10958	0.14422	0.61517	-0.07484	-0.06592	0.00646	0.01503	-0.14812	(And (Holder $e0 $x0) (Member $e0 have))
p200285	-0.10818	-0.10882	-0.15850	-0.00975	0.00424	0.02991	0.00658	0.02406	-0.11175	-0.00734	0.07311	-0.07325	0.05704	0.51538	-0.03613	-0.00046	-0.08838	0.18838	0.02867	-0.04302	-0.01612	-0.05673	0.02521	-0.12925	-0.10958	0.14422	0.61517	-0.07484	-0.06592	0.00646	0.01503	-0.14812	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200286	-0.03742	-0.01403	0.33810	-0.01236	-0.04887	-0.08805	0.05948	0.01455	-0.01491	-0.19289	0.11823	-0.16874	-0.01674	-0.00999	-0.13780	0.16715	0.14525	-0.04647	-0.07403	0.02388	-0.06959	-0.00525	-0.11847	-0.20384	0.02653	0.70485	-0.09857	-0.16111	0.30349	-0.03343	-0.06346	0.00430	(And (Past $e0) (Result $e0 $e1))
p200289	-0.10818	-0.10882	-0.15850	-0.00975	0.00424	0.02991	0.00658	0.02406	-0.11175	-0.00734	0.07311	-0.07325	0.05704	0.51538	-0.03613	-0.00046	-0.08838	0.18838	0.02867	-0.04302	-0.01612	-0.05673	0.02521	-0.12925	-0.10958	0.14422	0.61517	-0.07484	-0.06592	0.00646	0.01503	-0.14812	(Holder $e0 $x0)
p200322	-0.08389	0.28273	0.24432	-0.00572	-0.10115	0.20430	0.00157	-0.03129	-0.15015	0.16690	-0.19368	-0.13403	-0.06073	0.49946	0.02606	-0.00315	0.15562	-0.22655	-0.05849	0.23710	-0.08395	0.13034	-0.04892	0.10107	-0.01875	-0.13900	-0.32777	0.19429	0.10095	-0.03447	-0.15856	0.14940	(And (Ongoing $e0) (Theme $e1 $e0))
p200323	0.04598	0.08961	0.27723	0.01102	0.03861	-0.06708	0.24594	-0.00237	0.19097	0.11550	-0.10811	0.05660	-0.12524	-0.04897	-0.18024	-0.02916	-0.02567	-0.11820	-0.01734	-0.02021	0.05574	-0.01950	0.00079	-0.00087	-0.00416	0.79578	-0.00480	-0.18154	0.14820	-0.01365	0.11970	0.09563	(And (Patient $e0 $x0) (Result $e0 $e1))
p200325	-0.20092	-0.03703	0.67910	-0.01698	0.02331	0.15669	-0.07670	-0.05594	-0.23546	-0.04353	0.99774	-0.32983	0.00790	-0.09916	0.00113	-0.06306	-0.09291	0.04935	-0.02738	-0.06701	-0.02464	-0.05708	0.07508	0.06821	-0.01661	-0.01837	0.00377	-0.01111	-0.05486	-0.01991	-0.10372	-0.09003	(Member $e0 make)
p200343	0.02760	-0.08569	0.33385	-0.00477	-0.00643	-0.23480	0.00701	-0.08989	-0.07295	0.06838	-0.25151	0.57239	0.00131	0.16110	0.06700	-0.09527	0.05530	0.22334	0.05134	-0.01772	0.00473	-0.00927	-0.01356	-0.00636	-0.00364	-0.10934	-0.10128	0.02732	0.05518	0.18284	-0.04382	-0.19378	(And (Agent $e0 $x0) (Theme $e1 $e0))
p200359	-0.07692	-0.02768	-0.03070	0.00271	0.99859	0.00389	-0.02616	-0.01438	-0.18763	-0.03287	-0.00001	-0.07500	0.00985	-0.04684	-0.10594	-0.01365	-0.06598	0.10480	-0.02547	0.48750	-0.17739	-0.03651	-0.00797	-0.02616	-0.04066	-0.02170	0.00210	-0.08286	-0.01494	-0.01509	-0.20931	-0.11860	(And (Past $e0) (Source $e0 $x0))
p200361	0.04795	-0.01430	0.06908	-0.03640	-0.03286	0.08854	-0.01696	-0.06526	0.10511	-0.06516	0.00947	-0.01109	0.06572	0.00949	-0.00361	-0.02497	-0.05439	-0.01157	-0.02248	0.01391	-0.01909	-0.04535	0.06025	-0.06689	0.04007	-0.04259	-0.03032	0.01352	-0.05078	0.06726	0.07193	-0.04548	(Can $e0)
