pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.08661	0.31891	-0.04798	-0.14421	-0.09341	0.29619	0.31704	0.18000	0.05616	0.09976	0.19786	-0.12315	-0.09048	0.08423	-0.08670	-0.06398	0.94730	-0.43140	-0.73550	0.04345	0.01664	-0.21154	2.15760	-0.31349	-0.15528	-0.14044	0.65777	0.28057	0.15380	-0.40875	-0.07584	0.25863	(Past $e0)
p200006	0.14129	-0.14203	-0.01691	-0.06569	0.54368	0.04959	0.10607	0.02385	0.24895	-0.36300	-0.02382	-0.09721	0.70385	0.04423	-0.20251	0.03004	0.30246	-0.22038	-0.80213	0.79011	0.02126	-0.16367	-0.41968	-0.19384	1.82678	-0.05881	0.52398	0.28403	0.13808	-0.14714	-0.26915	0.11445	(Agent $e0 $x0)
p200011	-0.07741	-0.10182	-0.02282	2.01507	0.24037	-0.06897	-0.10725	0.22077	-0.01167	-0.10945	0.12998	0.38973	0.48407	0.07106	-0.27565	-0.26572	-0.15547	-0.27758	-0.02742	0.44977	0.25059	-0.13046	0.08657	0.44846	-0.11778	-0.02054	-0.14675	0.21065	-0.15920	0.16276	-0.06847	-0.04840	(Theme $e0 $x0)
p200017	-0.01595	-0.04631	0.00839	0.04082	0.15966	0.29511	0.04562	-0.07285	0.04799	-0.04710	0.02727	0.02842	-0.01955	0.18968	-0.12657	-0.03897	-0.09500	0.12185	-0.04603	-0.05901	-0.05078	-0.14193	-0.02125	-0.07162	-0.06720	2.23523	0.02748	-0.01621	0.06030	-0.05178	0.08422	0.11864	(Patient $e0 $x0)
p200022	0.06369	-0.10360	0.00585	0.23017	0.28305	-0.15407	0.04676	-0.11527	0.08571	-0.30980	-0.11820	-0.10930	1.24236	0.03338	-0.01336	0.25093	-0.12836	-0.12858	-0.22828	0.91123	-0.00714	-0.02912	-0.11568	0.05800	-0.42842	0.07620	0.31574	0.08136	0.00277	0.13435	-0.08389	-0.24751	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200024	0.01267	0.04526	-0.06120	-0.14304	-0.14488	0.15054	0.05844	0.08873	-0.09166	-0.02663	0.05839	-0.02142	-0.05231	-0.04722	0.04645	0.12495	1.29781	-0.32052	-0.32529	-0.15458	-0.17931	-0.19151	-0.67151	-0.07734	0.05314	-0.05639	1.13873	0.11514	0.01000	-0.02673	0.18396	0.02896	(And (Agent $e0 $x0) (Past $e0))
p200036	-0.11123	-0.46193	-0.12545	-0.18157	-0.08870	-0.25871	-0.15590	0.08183	0.19385	0.16963	0.87171	-0.05885	-0.05468	0.07025	0.13691	-0.00840	0.13359	-0.60867	-0.06307	0.34215	-0.17117	-0.05509	0.41996	-0.06445	-0.05061	0.80557	-0.07770	-0.00761	-0.16005	-0.04355	0.77242	-0.26611	(And (Past $e0) (Patient $e0 $x0))
p200038	-0.04410	0.07624	1.83707	-0.02068	-0.19119	-0.02815	-0.14356	0.03613	0.21624	0.16332	-0.10577	-0.00693	0.17524	0.08581	-0.00712	-0.08932	-0.18932	0.08416	-0.07190	-0.13431	0.12752	-0.01481	0.05024	0.10064	0.04699	0.04543	0.14381	-0.04735	-0.06509	-0.24133	0.08919	0.15485	(Ongoing $e0)
p200040	-0.00929	0.58211	0.05177	1.14968	0.08121	0.06770	0.18822	-0.03030	-0.24651	0.11062	-0.02751	-0.08372	-0.12254	0.03328	0.15695	-0.05433	0.52379	0.34276	-0.12045	-0.29172	-0.43329	-0.13993	0.10143	0.22171	-0.19957	-0.02615	-0.02399	-0.05628	0.02055	-0.31623	-0.14200	-0.11636	(And (Past $e0) (Theme $e0 $x0))
p200045	1.98929	0.10128	-0.01384	0.00353	-0.04119	-0.01511	-0.03875	0.05143	-0.04443	0.21694	-0.13433	-0.04196	0.09696	-0.25177	-0.00029	-0.14041	-0.02345	-0.15612	-0.02158	-0.09065	0.11296	0.50574	0.02326	0.15518	-0.03125	-0.02084	0.06930	-0.14758	-0.04833	-0.20471	0.29890	0.00437	(Experiencer $e0 $x0)
