pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.08379	0.05873	0.00114	0.38183	-0.09956	0.19034	-0.43615	-0.35652	-0.54877	0.27753	-0.03072	-0.31875	0.31112	-0.18780	-0.69175	0.65265	-0.39824	0.13053	0.20593	0.06113	-0.28228	-0.15691	0.54093	-0.25826	0.18726	0.22558	1.93424	-0.31525	0.64291	0.78817	0.12305	0.49938	(Past $e0)
p200009	-0.05127	-0.43704	0.15913	0.04855	-0.02981	0.63318	-0.20837	-0.13598	-0.38834	0.06784	-0.00587	0.22515	0.29149	-0.19606	-0.38055	0.25029	1.76233	0.18233	0.17310	0.79922	-0.39211	0.02303	0.50204	-0.26783	-0.40982	0.20124	-0.33914	-0.00362	0.45192	-0.38458	0.77282	0.05750	(Agent $e0 $x0)
p200011	0.06110	-0.57897	-0.16834	-0.11053	0.03972	-0.01520	0.16063	0.33651	0.36484	-0.02790	0.08538	-0.49767	-0.13240	-0.11971	0.21260	0.01298	-0.02015	2.09701	0.06270	-0.04555	-0.36153	0.04435	-0.31184	0.08350	0.54675	0.13190	-0.20251	-0.13463	0.02559	0.15362	0.28128	0.12422	(Patient $e0 $x0)
p200012	-0.15348	-0.50961	-0.22920	-0.04724	-0.12469	-0.04548	-0.07963	0.10661	0.43434	0.40140	0.10853	0.23490	-0.02524	0.06782	0.00900	0.04374	0.12727	-0.21740	-0.05932	0.19141	0.10108	2.17425	0.06175	0.00190	-0.28944	-0.02930	0.03759	-0.03677	-0.23106	0.24941	-0.19011	-0.11100	(Theme $e0 $x0)
p200025	-0.02031	-0.08379	0.10147	-0.08499	0.08204	0.24260	0.04361	0.20554	-0.32258	0.12254	-0.11219	0.09314	0.44236	0.10636	-0.10996	0.14372	-0.04927	0.01065	0.21273	0.00978	-0.15266	-0.15814	0.32044	0.02316	0.01850	0.11401	-0.34331	0.20478	1.77694	-0.10591	-0.57383	-0.09181	(And (Agent $e0 $x0) (Past $e0))
p200030	-0.06091	-0.57383	0.04434	-0.18421	-0.01279	-0.01515	-0.02682	0.16212	-0.48745	0.06243	0.05033	0.16839	0.22851	0.05476	-0.45988	0.04704	-0.16772	0.66102	-0.08329	-0.10564	0.18504	0.06967	0.00367	0.25626	-0.27908	-0.17938	-0.37541	-0.07845	-0.12718	1.60553	-0.01852	0.18422	(And (Past $e0) (Patient $e0 $x0))
p200036	-0.11853	-0.00289	0.10170	-0.34023	-0.09200	-0.27966	0.20566	0.36883	-0.27435	0.02455	0.00545	0.30657	-0.01079	0.15315	0.38450	-0.57344	-0.25563	0.34220	0.19301	-0.00550	-0.26529	0.97416	-0.38951	0.04022	0.12529	0.13310	0.74975	-0.22673	0.61898	-0.62530	0.20684	-0.03648	(And (Past $e0) (Theme $e0 $x0))
p200038	2.13563	-0.33164	-0.19122	0.06095	-0.15947	0.09600	-0.05292	-0.07664	-0.06150	0.17669	0.25690	0.13039	-0.01750	0.40395	0.12149	-0.15112	-0.03776	-0.01250	0.06234	0.30115	-0.05278	-0.10029	-0.10104	-0.16304	-0.13102	-0.09168	0.05879	-0.19064	-0.00062	0.04019	-0.21119	-0.00467	(Experiencer $e0 $x0)
p200040	0.08416	-0.51740	-0.32833	0.18362	0.01610	-0.22160	-0.00360	-0.14300	0.46767	-0.19593	0.12602	0.06002	-0.50777	-0.24984	-0.22043	0.08320	0.07216	-0.05891	1.55288	-0.28796	0.85219	0.01468	0.19020	0.08700	0.35636	-0.28420	-0.01920	-0.08638	0.05264	-0.02003	0.24995	0.04159	(Ongoing $e0)
p200048	0.04213	0.47292	0.17270	-0.11591	-0.13566	1.41902	-0.12581	-0.23445	0.35187	-0.29926	-0.03237	-0.07005	-0.39208	-0.03395	-0.21514	0.13429	-0.00331	-0.30495	0.09612	0.20115	-0.16811	0.51749	-0.08775	-0.12486	0.02011	0.04537	-0.35784	-0.37194	-0.11887	0.48897	0.17120	0.17547	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200049	-0.11270	0.03579	-0.15518	0.23114	1.99688	-0.01062	-0.54394	-0.33589	-0.02740	0.37344	0.64036	0.17330	-0.01575	0.23644	0.27147	-0.19678	-0.04429	-0.09005	0.13951	0.19859	-0.35705	-0.05808	-0.03045	-0.50065	0.02649	0.13757	-0.12155	-0.57545	-0.02829	0.12457	-0.06498	0.04204	(Member $x0 thing)
p200051	0.03413	-0.12163	0.07322	-0.14336	-0.13403	0.10370	-0.49377	0.13368	-0.07573	-0.19798	1.02379	-0.44075	0.06754	-0.04501	0.08054	-0.41688	0.10306	-0.07081	-0.00824	-0.21494	0.00109	0.08036	0.10608	-0.04605	0.19079	-0.05398	-0.00515	1.23481	-0.03041	-0.03564	-0.11631	0.85531	(Location $e0 $x0)
p200075	0.02818	0.13941	0.21827	0.24997	0.03350	-0.46831	0.06291	0.10814	0.10021	0.19860	-0.09207	-0.52164	-0.28705	0.05437	0.14252	-0.09236	0.96874	0.04629	-0.30814	-0.14503	0.41044	0.10467	-0.17428	-0.04844	0.36533	-0.22760	0.04649	-0.01429	0.44543	0.29915	-0.60991	-0.37001	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200080	0.04655	-0.06991	-0.66237	0.70445	-0.07985	-0.15377	-0.22867	-0.34879	0.31312	0.03819	0.19689	-0.03282	-0.34342	-0.38717	-0.16515	-0.10625	0.05298	-0.03390	-0.09637	0.26164	-0.18768	0.06801	0.12957	0.96512	0.27710	0.63024	-0.12461	-0.22766	0.00999	-0.07184	-0.17403	0.30524	(Theme $e0 $e1)
p200083	-0.01511	-0.37616	0.53130	-0.35026	-0.05012	-0.06599	0.07684	-0.03766	-0.09007	-0.31860	0.12941	-0.06877	-0.24654	1.00130	-0.37103	-0.12871	0.01232	0.00446	-0.37255	-0.35179	1.01012	0.00133	0.27016	-0.68861	0.04391	1.67927	-0.04900	-0.29519	-0.07191	-0.00976	0.15941	0.15198	(LocatedIn $x0 $x1)
p200093	-0.09951	0.38351	0.22779	-0.02054	-0.23121	-0.02510	0.94494	-0.41127	0.00881	-0.25697	0.96741	0.20168	-0.16655	-0.00942	-0.02688	0.34120	-0.01747	0.04289	-0.12981	0.04235	0.10295	0.04145	0.45256	-0.16688	-0.14552	-0.02830	-0.02057	-0.35996	-0.02918	0.13263	0.06787	-0.49168	(Cardinality $x0 <num>)
p200100	-0.14916	-0.25100	0.16870	-0.15970	-0.21275	0.24213	-0.27849	-0.13512	0.26093	-0.04531	0.59755	-0.13101	0.00384	-0.01842	0.28030	-0.47001	0.01579	-0.16181	-0.15471	-0.05762	-0.04775	-0.23170	0.06398	-0.07887	0.20174	-0.22136	0.27683	0.71389	0.14189	0.09466	0.06245	0.44679	(And (Location $e0 $x0) (Past $e0))
p200105	0.05274	0.40813	0.16086	-0.18333	-0.02569	0.65704	0.02369	0.04895	-0.01593	-0.28606	-0.10271	0.01180	0.01255	0.00007	0.02593	-0.22373	-0.38559	0.03481	0.27547	-0.02915	-0.23884	0.21733	-0.37007	0.12299	0.04832	0.13557	-0.14508	-0.20800	0.51239	-0.02905	0.01664	0.21515	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200112	0.09097	-0.07330	-0.21395	0.06767	0.05523	-0.00433	-0.02304	-0.06640	-0.56189	-0.23765	-0.04940	0.20126	0.12106	-0.09053	-0.39375	0.04502	0.39285	0.02495	0.67016	-0.39079	0.59230	0.11221	0.02692	0.07349	0.08762	-0.26560	-0.08643	-0.22436	-0.17585	-0.15053	0.22334	0.24436	(And (Agent $e0 $x0) (Ongoing $e0))
p200114	0.00484	-0.16853	0.31344	0.63149	-0.15596	0.07943	-0.17533	0.54068	-0.43782	0.12424	0.07171	0.11714	0.12418	-0.12484	0.26565	-0.07614	0.02540	-0.04711	0.05041	-0.00245	-0.07322	0.06293	0.18946	-0.27042	0.34688	0.01427	-0.12432	-0.07104	-0.26731	0.08624	-0.25830	-0.13332	(Member $x0 person)
p200128	-0.02584	-0.12966	0.45847	0.04708	-0.00264	-0.07363	-0.08659	-0.16475	-0.19587	-0.33168	-0.07744	0.62238	0.12415	0.12834	-0.23372	-0.01897	0.02292	-0.10394	0.01238	0.59508	-0.09982	-0.02410	-0.29579	-0.26355	0.94661	-0.06212	-0.04968	0.07107	-0.14162	0.14313	-0.38078	-0.01784	(Possession $x0 $x1)
p200133	-0.06676	-0.49067	-0.18891	-0.06635	-0.08067	-0.06223	-0.04990	0.09813	-0.06713	-0.22880	-0.03819	0.12921	-0.08291	0.26533	0.85706	0.97326	0.09430	0.01725	-0.14020	0.01086	0.12243	0.02958	0.00485	-0.17551	-0.05963	-0.17778	-0.00737	-0.31361	-0.04013	-0.21516	-0.33110	0.62469	(Goal $e0 $x0)
p200137	-0.06245	-0.23567	0.01032	0.09784	-0.02735	-0.27112	0.04677	0.20864	0.08835	0.27915	0.05077	-0.11495	-0.19032	0.18716	0.14441	-0.15788	0.56162	-0.18381	-0.26269	-0.14767	0.36774	-0.02149	-0.01658	0.14415	0.11370	-0.24161	0.00029	0.01917	0.46147	0.57753	-0.60970	-0.42042	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200160	0.01139	0.05831	-0.30268	0.52148	-0.02988	-0.12739	-0.16581	-0.35409	0.22962	0.01320	0.03685	0.04800	-0.26948	-0.26642	-0.23405	-0.01435	-0.04697	-0.08849	-0.17270	0.12305	-0.08577	0.02178	0.15492	0.75601	0.14533	0.39279	-0.06180	-0.17788	0.07203	0.02553	0.01435	0.23317	(And (Past $e0) (Theme $e0 $e1))
p200163	0.69023	0.06836	0.11954	0.22758	-0.11990	-0.00358	-0.22967	-0.25407	0.21561	-0.22372	0.09412	-0.06987	-0.14801	-0.00488	0.23203	-0.15250	0.01581	-0.08809	-0.03902	0.36879	0.07509	-0.12513	-0.03779	-0.24786	-0.16776	-0.06056	0.29360	-0.08401	0.03986	0.20184	0.04748	-0.11846	(And (Experiencer $e0 $x0) (Past $e0))
p200164	-0.07369	-0.14414	0.15667	-0.18360	-0.10563	-0.15111	0.15752	0.12725	-0.03171	-0.07163	-0.02457	-0.16553	0.02438	0.20551	0.15089	-0.11297	0.02361	0.01907	-0.09987	0.01567	0.06581	0.03835	0.12334	-0.13647	-0.19752	0.20547	0.03740	0.02518	0.01264	-0.03921	0.52985	-0.03206	(PartOf $x0 $x1)
p200178	-0.02672	-0.04914	-0.03695	0.41905	-0.02673	-0.12023	0.13915	-0.19723	0.30816	-0.09641	0.19359	0.03691	0.75754	0.15607	-0.32603	0.06316	0.00909	0.05913	-0.15457	-0.17193	0.17548	0.11089	-0.35667	-0.11208	-0.09538	-0.19312	-0.03655	-0.20771	0.04506	-0.12612	0.01259	0.04073	(Member $e0 have)
p200192	0.10290	-0.33333	0.27808	-0.06461	0.03068	0.07758	0.46880	0.04845	0.11145	0.68704	-0.13836	-0.26524	-0.09493	0.14329	-0.32352	0.07662	-0.01941	-0.15782	0.03906	-0.12705	-0.17457	-0.06116	-0.15190	-0.02188	0.25151	-0.09919	-0.02053	-0.09397	-0.03936	-0.08504	0.23582	0.30615	(Result $e0 $e1)
p200196	-0.02136	-0.05351	-0.03073	0.39594	-0.04049	-0.12577	0.14911	-0.18474	0.29475	-0.09917	0.18469	0.04006	0.74158	0.15926	-0.31056	0.06600	0.01078	0.06392	-0.14906	-0.17074	0.17669	0.12092	-0.33832	-0.11803	-0.09896	-0.19507	-0.03670	-0.19269	0.04288	-0.12419	0.01553	0.03406	(And (Member $e0 have) (Theme $e0 $x0))
p200209	-0.07113	-0.41394	-0.15987	-0.07186	-0.07856	-0.09086	-0.02814	0.09298	-0.06438	-0.19087	-0.04080	0.12714	-0.07358	0.27595	0.75933	0.81555	0.06632	-0.01643	-0.10302	-0.01597	0.10381	0.01757	0.04253	-0.17116	-0.05272	-0.17694	0.01771	-0.25341	0.00508	-0.15460	-0.29879	0.52911	(And (Goal $e0 $x0) (Past $e0))
p200210	-0.11243	-0.24732	0.18670	0.21418	0.00520	-0.10619	0.04357	-0.22851	0.20781	-0.06478	0.00349	-0.15415	-0.21890	-0.27781	0.14156	-0.05433	-0.18981	-0.19724	0.50458	0.11981	0.55334	-0.07986	-0.14179	-0.24233	-0.09088	-0.03969	0.05090	-0.04053	0.21046	0.22656	0.20514	0.08975	(And (Ongoing $e0) (Past $e0))
p200214	0.09476	0.34028	0.16355	-0.19611	0.06711	-0.15605	-0.04202	0.05792	0.44515	-0.05575	0.00515	-0.46415	-0.21231	0.14251	-0.22193	0.28440	0.02767	0.32251	0.36529	-0.05079	-0.05476	0.09823	0.07829	0.06753	0.45359	-0.00016	0.00015	0.08242	0.03053	-0.33120	-0.05110	-0.19369	(And (Ongoing $e0) (Patient $e0 $x0))
p200233	0.08108	-0.05066	-0.13810	-0.26078	-0.02188	0.05611	0.07177	-0.02784	-0.23999	0.10524	0.04351	-0.16280	0.28913	-0.06030	0.35038	-0.10588	-0.11712	0.06040	-0.02824	0.11680	0.14549	0.00613	0.34128	0.23155	-0.05420	-0.04288	-0.00973	-0.08190	-0.01471	-0.04632	0.18925	-0.15463	(GroupOf $x0 person)
p200243	0.06685	0.30520	0.00390	-0.12583	-0.01879	0.27266	-0.22718	-0.03054	-0.39241	-0.03554	0.36516	-0.36162	0.30831	0.00414	-0.12198	-0.09751	0.29242	0.02719	-0.03396	-0.30469	0.15913	0.04596	0.14179	0.13896	0.33655	-0.19224	-0.03421	0.21896	-0.11242	-0.19510	-0.20360	0.31803	(And (Agent $e0 $x0) (Location $e0 $x1))
p200248	0.01905	-0.03280	-0.08586	0.01139	-0.00455	0.02122	0.02184	-0.06132	0.20842	0.03411	-0.04709	-0.08577	-0.02401	-0.03511	0.12646	-0.05691	0.07860	0.13948	-0.03334	0.08494	-0.09276	0.02608	0.04543	-0.05437	0.00385	-0.01352	0.01529	0.03581	-0.03708	-0.13717	-0.00050	0.00307	(Future $e0)
p200249	0.03155	-0.16285	0.03028	0.03874	-0.03197	0.00748	0.01968	0.03308	-0.02506	-0.16435	0.01906	0.26985	-0.03725	-0.02532	-0.07982	-0.06682	-0.02696	-0.02765	-0.05864	-0.06691	-0.03447	-0.04092	-0.08757	-0.01622	0.24103	-0.04542	0.05478	-0.06139	0.07784	0.03291	0.11033	-0.01172	(Source $e0 $x0)
p200263	-0.00718	-0.39550	0.52275	0.83552	-0.06612	0.21379	-0.04311	0.81264	-0.26855	0.18436	-0.06920	0.01195	0.06972	-0.40259	0.05013	0.02144	-0.13418	0.15272	0.14435	-0.02010	-0.17864	0.03779	0.53111	-0.49067	-0.17579	0.19856	-0.14793	0.08471	-0.30449	-0.22083	-0.28168	-0.11909	(And (Agent $e0 $x0) (Member $x0 person))
p200292	0.17444	-0.29458	0.20038	-0.07889	0.01761	0.07552	0.37109	0.09912	0.05840	0.55677	-0.05815	-0.17708	-0.04040	0.17216	-0.26174	0.05277	-0.04992	-0.08132	0.01359	-0.07223	-0.19761	-0.04641	-0.14443	0.00839	0.20089	-0.07785	-0.09282	-0.08826	-0.02927	-0.07791	0.18738	0.29205	(And (Experiencer $e0 $x0) (Result $e1 $e0))
p200293	0.03208	0.19932	0.45069	0.25591	0.05700	-0.24107	-0.04658	-0.20773	0.03269	-0.19002	0.08429	-0.40816	-0.14324	-0.21612	0.15714	-0.07466	-0.06490	0.01113	0.27235	0.18866	0.25481	0.10809	-0.14730	-0.19155	-0.10889	-0.20205	-0.06560	0.27625	0.10277	0.04772	0.20998	0.22240	(And (Location $e0 $x0) (Ongoing $e0))
p200320	0.03079	-0.00001	0.05236	0.17102	0.05174	-0.24222	-0.03594	-0.17933	-0.20457	-0.10730	-0.00388	0.05139	0.01335	-0.09314	-0.12031	-0.03157	0.04811	0.07102	-0.08307	0.13729	-0.05467	0.08899	-0.03099	0.42645	-0.00704	0.07166	-0.12971	-0.07690	0.09729	-0.14618	0.25455	0.24359	(And (Agent $e0 $x0) (Theme $e0 $e1))
