pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	0.04393	-0.08490	0.09944	0.02982	0.28133	0.02595	1.09074	-0.04810	-0.25329	0.71481	-0.76192	0.14293	-0.50382	-1.95457	-0.03118	0.36193	0.39770	-0.45361	0.39493	0.02770	1.13400	0.90697	-0.15915	0.55602	-0.34933	0.00537	-0.27919	-0.14436	-0.90343	0.44565	0.35825	0.67870	(Past $e0)
p200009	0.95822	-0.04081	-0.08064	-0.07678	-0.18966	0.27868	-0.17886	0.32227	1.53575	0.10575	0.03638	0.17506	-0.10480	-0.30483	-0.04680	-0.42136	-0.14813	0.15356	0.09712	0.00090	-0.00028	0.18116	0.08152	0.23698	-0.27317	-0.34474	1.37989	-0.03500	-0.02856	0.29767	-0.27257	0.39443	(Agent $e0 $x0)
p200011	-0.06399	2.33117	-0.17446	-0.03231	-0.16077	0.03794	-0.07929	0.27188	-0.11993	0.16531	0.12667	-0.01417	-0.11892	-0.14119	0.00655	-0.28546	-0.07342	0.20192	0.06964	-0.02461	-0.06129	-0.01567	-0.13048	-0.08225	0.07794	0.24643	0.03817	0.10966	-0.05283	-0.08602	-0.21809	0.21149	(Patient $e0 $x0)
p200012	0.03076	-0.06441	-0.08246	0.09209	-0.09646	-0.06977	-0.03142	0.11252	0.20341	0.06688	-0.28787	-0.02271	0.23912	0.17524	2.34206	0.14918	0.04546	0.19468	0.12514	-0.04074	-0.08078	0.03086	-0.06297	-0.11046	-0.13357	0.00660	-0.17264	0.10046	-0.14134	0.02785	0.09279	-0.00262	(Theme $e0 $x0)
p200025	-0.92624	0.03983	0.84445	0.30136	-0.13738	0.52672	-0.14875	0.30756	0.19836	-0.32809	-0.45588	0.23055	0.03209	-0.07234	-0.15673	-0.37967	-0.21368	-0.24618	0.08753	-0.01584	0.26993	0.15431	0.12233	0.27697	0.11661	-0.30209	0.46058	0.22700	0.36684	1.36013	-0.33368	-0.14556	(And (Agent $e0 $x0) (Past $e0))
p200030	0.06421	0.75950	0.04925	0.51078	0.11286	0.16643	1.23181	-0.23237	-0.06315	0.58714	-0.34704	-0.17593	0.24844	-0.46865	0.09837	-0.50623	-0.34397	0.14548	-0.27539	-0.05557	-0.43715	-0.35593	0.26179	0.14752	-0.15348	-0.28091	-0.11868	-0.19585	0.38909	0.07177	0.12676	-0.28756	(And (Past $e0) (Patient $e0 $x0))
p200036	-0.10172	0.17120	0.10272	0.16725	0.16846	0.36283	-0.28328	-0.13538	-0.20452	-0.20757	0.45861	-0.07120	-0.02222	-0.54681	0.64894	-0.22308	0.31796	-0.13402	-0.13137	0.07882	1.41536	-0.56735	-0.14065	-0.02118	0.48721	-0.27624	-0.02766	-0.22582	0.15624	-0.18960	-0.19757	0.03778	(And (Past $e0) (Theme $e0 $x0))
p200038	0.00408	-0.02411	-0.39538	0.11586	0.10912	-0.01152	0.05670	-0.14181	-0.05334	-0.08022	-0.20404	-0.00183	0.13785	-0.06140	-0.02019	-0.33964	0.20118	0.22143	-0.28635	2.06407	-0.02525	0.05058	-0.16089	-0.16041	-0.36369	0.20833	-0.03466	0.52081	0.22701	0.17049	-0.42399	0.14081	(Experiencer $e0 $x0)
p200040	0.08303	0.09561	-0.27619	-0.04716	0.09719	0.01442	0.01220	-0.10685	-0.06659	-0.17492	-0.05017	1.79345	0.20840	-0.14782	0.00660	-0.05236	0.19716	0.23615	-0.27961	0.03806	-0.07886	-0.30071	-0.15944	0.13372	0.32476	0.02763	-0.02063	0.15266	-0.35837	0.01731	0.33107	-0.05217	(Ongoing $e0)
p200048	-0.02637	-0.03864	-0.25500	0.14109	-0.01301	0.12892	0.49647	0.08663	-0.38221	-0.45360	0.06019	-0.05438	-0.10452	-0.08056	0.54953	0.27441	-0.49739	0.00535	-0.10252	0.05348	-0.25383	0.34873	0.20965	-0.10607	0.06517	0.12662	1.23908	0.13713	-0.11332	-0.12353	0.07132	-0.35252	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200049	-0.02359	-0.02037	-0.21313	-0.05794	-0.09997	0.15765	0.01268	0.28922	-0.15965	-0.00213	0.08686	0.00210	-0.13736	-0.05275	-0.07749	-0.45938	1.33805	0.07600	0.04344	-0.13586	-0.14914	0.07245	1.76288	-0.27852	-0.22811	-0.19641	0.06941	0.32144	-0.38641	0.03948	-0.32494	-0.09408	(Member $x0 thing)
p200051	-0.11128	0.08681	0.87830	-0.54918	0.88218	-0.10769	-0.25217	-0.58339	-0.16067	0.25432	0.11493	0.01746	-0.25293	-0.00843	0.04640	-0.04200	-0.06564	1.18036	0.27907	0.06694	-0.12268	-0.02736	0.00638	0.25027	-0.18724	0.06703	0.20076	-0.12213	-0.28776	-0.16916	-0.21688	0.17183	(Location $e0 $x0)
