pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p200004	-0.65154	-0.91793	-0.53908	0.07525	0.20713	0.12825	0.75657	-0.20128	-0.32306	-0.10951	0.36448	0.67277	-0.01843	1.79066	-0.34583	1.19421	(Agent $e0 $x0)
p200008	-0.77282	0.11819	0.20218	0.05053	0.27227	-0.87884	0.37456	-0.14819	-2.33315	0.27306	0.28660	0.61478	-0.22336	0.41456	0.60592	-0.33394	(Theme $e0 $x0)
p200013	-0.47792	-0.07509	0.30021	1.08548	-0.25231	-0.31923	0.56716	1.38603	0.04625	-1.28785	-0.43394	0.19702	0.15116	-0.22234	0.97438	-0.30951	(Past $e0)
p200015	-0.60064	-0.37155	-0.36560	-0.01836	0.51870	-0.55535	0.35491	-0.13331	-1.26719	0.26440	0.87116	0.41329	-0.21365	0.26219	-0.08847	0.22139	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200022	0.68938	-0.22115	-0.29675	0.89793	-0.22038	0.96585	-0.43849	0.69261	-0.80578	-0.84156	0.19224	-0.28459	-0.05126	0.34006	-0.53426	0.07174	(Patient $e0 $x0)
p200033	-0.26505	-0.54585	-0.02644	-0.27187	-0.07657	0.27426	0.47210	0.58299	0.62303	-0.36942	0.09871	0.47278	0.10932	0.20768	0.46191	0.50182	(And (Agent $e0 $x0) (Past $e0))
p200039	-0.62158	0.13726	0.28138	0.06499	-0.08389	0.48452	0.42323	-0.09968	0.08077	0.39019	-0.51909	-0.26558	1.23676	0.18369	-0.34532	-0.25923	(Location $e0 $x0)
p200041	0.06543	0.15429	0.49222	-0.04183	-0.20161	-0.24179	0.54511	0.05118	-0.65173	-0.45099	-0.00815	-0.28170	0.02522	-0.12808	0.84330	-0.06378	(And (Past $e0) (Theme $e0 $x0))
p200049	0.02046	-0.20587	0.15601	0.64866	0.04447	0.22118	-0.45080	1.03702	-0.25757	-0.31760	0.25035	0.08898	-0.03632	-0.11413	-0.31861	-0.16564	(And (Past $e0) (Patient $e0 $x0))
p200051	0.37972	0.35206	-0.20390	-0.25401	0.11681	-0.02206	-0.09420	0.17597	-0.20421	-0.23465	-0.02921	0.57419	0.64648	0.04795	0.09265	-0.45796	(Cardinality $x0 <num>)
p200053	0.12087	-0.23697	0.35999	-0.29892	-0.12011	0.62808	-0.07297	0.37008	-0.15964	-0.37021	0.14349	-0.00910	-0.03777	0.59460	-0.34470	0.17158	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200070	0.04745	-0.16197	-0.39900	0.20451	-0.08664	-0.19017	0.04789	0.00313	0.13571	-0.04428	-0.20425	0.32277	-0.03523	0.24067	0.10774	0.08093	(Member $x0 person)
p200071	-0.17803	0.15477	0.10897	0.08844	0.94746	-0.03530	0.01990	-0.06334	-0.00435	-0.40009	-0.11755	-0.14925	0.00488	0.01300	-0.08599	0.14298	(Recipient $e0 $x0)
p200073	0.24364	-0.16962	-0.08277	-0.27288	-0.04506	0.03723	0.29348	0.10380	-0.14559	-0.10423	0.27369	-0.19034	0.09852	-0.20856	0.43808	0.28874	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200076	-0.05774	0.07001	0.01732	-0.01833	-0.05646	-0.02721	0.05579	0.07762	0.07609	0.01048	-0.15250	-0.00012	0.17702	-0.14737	-0.05716	-0.07193	(Experiencer $e0 $x0)
p200089	0.13281	-0.06508	-0.15400	0.05394	-0.14759	-0.27192	0.15559	0.02781	-0.00970	0.05079	-0.09597	0.12634	-0.13800	0.19706	0.03128	0.17412	(Possession $x0 $x1)
p200091	-0.28061	-0.01161	0.03116	0.03476	0.89217	-0.02417	-0.03471	-0.00687	-0.08436	-0.33680	-0.15661	-0.03403	0.05292	0.01594	-0.01287	0.01416	(And (Recipient $e0 $x0) (Theme $e0 $x1))
p200099	-0.14181	0.11462	0.08690	0.10001	0.91182	-0.03470	0.00127	-0.05830	0.01395	-0.34310	-0.06959	-0.13718	-0.00286	0.03131	-0.13938	0.18830	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200103	-0.00089	0.15905	0.01294	0.15382	-0.06739	0.02952	0.03452	-0.15850	-0.08030	0.01062	0.14806	0.00084	0.00458	0.04155	-0.16250	0.09156	(Might $e0)
p200125	-0.35580	-0.03090	0.23176	0.12333	0.00129	0.41260	0.26712	-0.09053	0.03618	0.31668	-0.23784	-0.24434	0.75231	0.34497	-0.24932	-0.14302	(And (Agent $e0 $x0) (Location $e0 $x1))
p200136	-0.24315	-0.05244	0.01002	0.04060	0.87233	-0.02118	-0.05814	-0.00409	-0.03758	-0.28335	-0.11382	-0.02514	0.04342	0.02079	-0.06687	0.05975	(And (Agent $e0 $x0) (Recipient $e0 $x1) (Theme $e0 $x2))
p200147	0.51605	-0.13449	0.02508	-0.14866	0.15099	-0.28090	0.10434	0.08791	-0.17602	-0.22925	-0.02270	0.19967	0.34569	-0.09363	0.01789	-0.13646	(And (Cardinality $x0 <num>) (Theme $e0 $x0))
p200159	-0.26914	-0.20857	0.62816	-0.30998	0.03204	0.28730	-0.17314	0.47886	0.16721	-0.10033	0.20869	0.28767	-0.05438	0.09302	-0.21495	-0.00158	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200170	-0.03745	0.13170	0.01718	0.12593	-0.04247	-0.00841	0.03896	-0.12280	-0.05559	0.04552	0.16298	-0.00228	-0.02998	0.05742	-0.14287	0.09790	(And (Agent $e0 $x0) (Might $e0))
p200191	-0.30118	-0.11131	-0.63069	0.42795	-0.01670	-0.08481	0.00750	-0.14452	0.46908	-0.09250	-0.17616	0.48039	-0.01361	0.34999	0.25166	-0.06552	(And (Agent $e0 $x0) (Member $x0 person))
p200205	0.00941	0.18694	0.06714	0.01516	0.04645	-0.05671	0.04894	-0.02343	-0.01394	-0.14432	-0.04519	0.01191	0.05308	-0.03638	-0.05062	0.05585	(GroupOf $x0 child)
p200219	-0.12724	0.02678	-0.15598	-0.06745	-0.05688	0.26899	0.23605	0.01574	-0.10181	-0.07442	-0.18230	-0.10271	0.19363	0.10411	-0.12742	0.00572	(Theme $e0 $e1)
p200237	0.08590	0.02521	0.00791	-0.05251	-0.05603	-0.09650	-0.02861	0.01008	-0.13392	-0.03075	-0.07575	0.10153	0.06968	-0.02216	0.01089	-0.03678	(Holder $e0 $x0)
p200249	0.10537	-0.15856	-0.04858	-0.06306	0.05474	0.21953	0.07053	-0.06209	0.07842	-0.14226	0.33813	-0.05783	0.11773	-0.21792	0.19222	0.06246	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0) (Theme $e0 $x1))
p200250	0.10540	-0.15860	-0.04855	-0.06308	0.05476	0.21957	0.07057	-0.06211	0.07852	-0.14222	0.33805	-0.05778	0.11779	-0.21798	0.19221	0.06247	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0))
p200251	0.10539	-0.15858	-0.04857	-0.06307	0.05475	0.21956	0.07055	-0.06210	0.07847	-0.14224	0.33809	-0.05781	0.11776	-0.21795	0.19221	0.06246	(And (Agent $e0 $x0) (Member $e0 buy) (Theme $e0 $x1))
p200252	0.10545	-0.15865	-0.04853	-0.06310	0.05477	0.21960	0.07061	-0.06212	0.07861	-0.14218	0.33797	-0.05774	0.11784	-0.21803	0.19220	0.06248	(And (Member $e0 buy) (Past $e0) (Theme $e0 $x0))
p200255	0.10528	-0.15847	-0.04861	-0.06304	0.05472	0.21947	0.07047	-0.06206	0.07825	-0.14234	0.33827	-0.05790	0.11765	-0.21782	0.19223	0.06243	(And (Agent $e0 $x0) (Member $e0 buy))
p200256	0.10524	-0.15844	-0.04862	-0.06303	0.05471	0.21946	0.07045	-0.06206	0.07822	-0.14236	0.33831	-0.05792	0.11763	-0.21779	0.19224	0.06242	(And (Member $e0 buy) (Past $e0))
p200257	0.10545	-0.15865	-0.04853	-0.06309	0.05477	0.21961	0.07060	-0.06213	0.07862	-0.14217	0.33798	-0.05775	0.11782	-0.21803	0.19220	0.06248	(And (Member $e0 buy) (Theme $e0 $x0))
p200259	0.10512	-0.15832	-0.04865	-0.06299	0.05468	0.21936	0.07037	-0.06202	0.07798	-0.14246	0.33850	-0.05802	0.11750	-0.21765	0.19225	0.06238	(Member $e0 buy)
p200266	-0.21933	-0.10263	-0.41646	0.29556	-0.00035	-0.07528	0.01410	-0.07911	0.41946	-0.08318	-0.14419	0.39854	-0.01925	0.17240	0.21453	-0.01039	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0))
p200281	-0.08847	-0.11406	0.10898	0.22494	0.01620	0.05486	0.07258	-0.10713	0.00180	0.39501	0.04588	0.00348	0.19413	-0.17137	-0.10785	0.02694	(And (Location $e0 $x0) (Theme $e0 $x1))
p200282	0.19106	-0.10745	-0.12364	0.03518	-0.08741	-0.20733	0.10088	0.00974	0.03279	0.01037	-0.12567	0.13646	-0.06749	0.15329	0.03742	0.19754	(And (Member $x0 person) (Possession $x1 $x0))
p200283	-0.06822	0.08839	0.01054	0.09608	-0.04083	-0.05340	0.04104	-0.06683	-0.10342	0.05273	0.13520	0.08943	-0.01725	-0.00968	-0.11438	0.02582	(And (Might $e0) (Theme $e0 $x0))
p200288	-0.02931	0.01786	-0.01671	-0.01560	-0.00686	-0.00835	0.01041	0.00785	0.07895	-0.04115	-0.03670	0.02079	0.04936	-0.02628	-0.00332	-0.02393	(Goal $e0 $x0)
p200289	-0.12475	0.08476	0.19891	-0.04462	-0.03058	-0.01008	-0.00662	-0.05176	0.03894	0.05552	-0.15844	-0.10038	0.33381	0.21198	0.00991	-0.10460	(Member $e0 work)
p200326	-0.12780	-0.20512	-0.08991	-0.02993	0.48659	-0.01245	-0.12112	0.03819	-0.01428	-0.11545	-0.10389	0.08391	0.08438	0.02348	0.03738	-0.05627	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1) (Theme $e0 $x2))
p200329	-0.12777	-0.20511	-0.08988	-0.02992	0.48657	-0.01246	-0.12104	0.03818	-0.01428	-0.11548	-0.10389	0.08391	0.08436	0.02346	0.03732	-0.05627	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1))
p200330	-0.12767	-0.20507	-0.08979	-0.02990	0.48651	-0.01249	-0.12076	0.03815	-0.01428	-0.11556	-0.10389	0.08391	0.08432	0.02340	0.03713	-0.05626	(And (Agent $e0 $x0) (Member $e0 give) (Theme $e0 $x1))
p200331	-0.08295	0.08274	0.01191	0.10023	-0.03511	-0.04269	0.04282	-0.06748	-0.08942	0.06471	0.14346	0.07112	-0.03395	-0.00695	-0.11209	0.03210	(And (Agent $e0 $x0) (Might $e0) (Theme $e0 $x1))
p200332	-0.12773	-0.20509	-0.08985	-0.02992	0.48655	-0.01247	-0.12092	0.03816	-0.01428	-0.11551	-0.10389	0.08391	0.08435	0.02344	0.03725	-0.05627	(And (Member $e0 give) (Recipient $e0 $x0) (Theme $e0 $x1))
p200338	-0.12780	-0.20512	-0.08990	-0.02993	0.48658	-0.01245	-0.12108	0.03818	-0.01428	-0.11546	-0.10390	0.08391	0.08437	0.02348	0.03735	-0.05628	(And (Agent $e0 $x0) (Member $e0 give))
p200339	0.07735	0.02460	0.00108	-0.04392	-0.05180	-0.09195	-0.02822	0.01057	-0.14647	-0.03327	-0.07100	0.10029	0.06982	-0.01233	0.01329	-0.03672	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200340	-0.12772	-0.20509	-0.08984	-0.02991	0.48654	-0.01247	-0.12091	0.03816	-0.01428	-0.11551	-0.10389	0.08391	0.08434	0.02344	0.03724	-0.05627	(And (Member $e0 give) (Recipient $e0 $x0))
p200341	-0.12768	-0.20508	-0.08981	-0.02990	0.48653	-0.01249	-0.12082	0.03815	-0.01428	-0.11555	-0.10389	0.08392	0.08433	0.02341	0.03716	-0.05626	(And (Member $e0 give) (Theme $e0 $x0))
p200350	0.04712	0.01099	-0.06341	0.07422	-0.03104	0.09558	-0.02526	-0.08014	-0.02372	-0.06117	0.01180	-0.03707	-0.02121	0.01474	-0.02056	0.03100	(Future $e0)
p200351	-0.04528	-0.07264	0.11664	0.24597	0.00820	-0.02809	0.09887	-0.09376	0.00635	0.28997	0.09497	-0.01657	0.08617	-0.11607	-0.10719	0.00974	(Member $e0 discover)
p200352	-0.12774	-0.20510	-0.08986	-0.02992	0.48655	-0.01247	-0.12095	0.03817	-0.01428	-0.11549	-0.10390	0.08391	0.08435	0.02345	0.03727	-0.05627	(Member $e0 give)
p200353	0.36725	-0.17001	0.09416	-0.09230	0.20057	-0.14615	0.20416	0.05919	0.00102	-0.10722	0.07190	0.10568	0.13279	-0.11925	-0.04737	-0.12823	(Member $x0 depot)
p200354	0.01539	-0.05070	-0.02754	-0.01404	-0.02788	-0.00231	-0.01240	-0.02531	-0.08383	0.02491	0.03442	0.00641	-0.05405	0.05963	-0.02467	0.02467	(Member $x0 physician)
p200355	-0.05132	-0.04627	0.00276	-0.03445	-0.01469	-0.06332	0.01700	0.00381	-0.10313	0.03418	0.00878	0.02610	-0.05570	0.02759	0.00131	0.01611	(Source $e0 $x0)
p200377	0.38077	-0.18525	0.01005	-0.09303	0.19105	-0.17006	0.07805	0.06668	-0.02110	-0.10080	0.08445	0.03550	0.19373	-0.05348	0.01890	-0.05189	(And (Agent $e0 $x0) (Cardinality $x1 <num>) (Theme $e0 $x1))
p200400	-0.07761	0.05337	-0.16117	-0.06259	-0.05832	0.20472	0.22491	0.02013	-0.12865	-0.10036	-0.15230	-0.13364	0.15700	0.16842	-0.12218	0.00754	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200401	-0.04341	0.03097	0.01806	-0.02986	-0.01674	0.00240	0.02450	0.00697	0.03441	0.01978	-0.05994	-0.00161	0.10449	-0.04548	-0.01987	-0.02244	(And (Experiencer $e0 $x0) (Location $e0 $x1))
p200402	0.18541	-0.03402	-0.06888	0.01803	-0.05289	0.12801	-0.03639	-0.08331	-0.11758	-0.08709	0.00257	-0.09783	-0.03562	0.14101	-0.02314	0.08346	(And (Member $e0 destroy) (Patient $e0 $x0))
p200403	-0.09746	0.06164	0.02837	0.02718	-0.08295	-0.08400	0.07403	-0.00862	-0.16017	0.00279	-0.00714	0.03856	-0.06898	0.02272	0.04154	-0.03741	(And (Possession $x0 $x1) (Theme $e0 $x0))
p200409	-0.03557	0.03157	0.00503	0.05322	-0.02376	-0.02980	0.03688	0.04006	-0.05650	-0.07271	-0.06101	0.01976	0.00899	-0.02419	0.03156	-0.05821	(Before $e0 $e1)
p200410	-0.04033	-0.03671	-0.01000	-0.01337	-0.03833	-0.04761	0.03515	-0.01521	-0.08146	0.05260	0.05693	0.03981	-0.06494	0.03403	-0.05157	0.00826	(Member $e0 decide)
p200411	0.18546	-0.03405	-0.06877	0.01807	-0.05291	0.12800	-0.03633	-0.08337	-0.11760	-0.08712	0.00260	-0.09785	-0.03566	0.14101	-0.02320	0.08350	(Member $e0 destroy)
p200412	-0.04031	-0.03854	-0.00948	-0.02312	-0.03719	-0.04547	0.02822	-0.00921	-0.08637	0.05080	0.03049	0.03613	-0.05496	0.03103	-0.03876	0.00767	(Member $x0 board)
p200413	-0.05467	-0.10731	-0.21789	-0.06352	-0.03477	-0.03868	-0.33899	0.02565	-0.02756	0.00300	0.05900	-0.11689	0.23566	-0.01040	0.28133	0.31181	(Member $x0 hall)
p200414	-0.06873	-0.16514	-0.25049	-0.06662	0.09277	-0.06695	-0.39586	0.04737	-0.05429	-0.03746	0.05296	-0.07461	0.24023	-0.01958	0.30747	0.30646	(Member $x0 school)
p200470	-0.04910	-0.04910	-0.01435	-0.01203	-0.01571	-0.04968	0.01662	-0.00997	-0.09926	0.05755	0.05044	0.04526	-0.06002	0.04076	-0.03756	0.00068	(And (Agent $e0 $x0) (Member $e0 answer) (Theme $e0 $x1))
