pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	query
p200004	-0.17945	0.13417	0.15470	-0.49195	0.31215	-0.03838	-0.07419	0.40506	0.80529	-0.19106	-0.00132	-0.34214	0.24547	-0.21839	0.19240	-0.20453	-0.26180	-0.24799	-0.10566	0.74481	-0.16991	0.04669	0.25741	0.35858	-0.26899	-0.19697	0.58970	-0.15070	-0.20530	0.22013	0.85962	0.71737	(Past $e0)
p200006	-0.27145	0.11992	-0.11456	0.05938	0.31122	0.13054	0.22126	-0.06763	0.11638	-0.15841	0.08292	0.26702	-0.19162	0.20034	0.15750	0.38897	0.90287	0.05494	-0.10313	-0.17907	0.87497	-0.11908	-0.63124	0.47244	-0.25647	0.18997	0.32509	0.42482	-0.15611	0.53262	0.13523	0.14116	(Agent $e0 $x0)
p200011	-0.20671	-0.23670	0.19657	-0.06191	-0.40611	-0.31054	-0.04063	0.28138	0.07307	0.16906	1.01994	-0.08575	-0.37112	0.56746	0.28501	-0.00125	0.35713	-0.06667	-0.01513	0.55488	-0.01332	0.67592	0.15445	0.07896	0.11181	0.22798	-0.43555	0.20057	-0.17103	0.02461	-0.03675	-0.00777	(Theme $e0 $x0)
p200017	-0.14194	0.04014	-0.01668	0.12909	-0.16753	0.77251	-0.10197	-0.32313	0.00625	-0.01874	-0.20131	0.96040	0.81224	0.37046	0.47298	-0.24936	0.09143	-0.45859	0.18599	0.09893	-0.18315	-0.05105	0.20518	-0.04718	0.19145	0.13361	-0.25795	0.00545	-0.10295	0.00181	0.23676	0.12009	(Patient $e0 $x0)
p200022	-0.03790	0.05850	-0.19792	-0.19003	-0.42661	-0.06370	0.19510	-0.21632	0.15606	-0.15395	0.27387	-0.00865	-0.20770	0.02138	0.57375	0.21199	0.11766	0.43222	0.10796	-0.00887	-0.08071	0.35175	-0.42616	0.52484	0.32762	0.08512	-0.28278	0.43278	-0.00200	-0.16677	-0.16539	0.38988	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200024	-0.23270	0.57119	-0.22406	0.04023	0.08634	-0.00188	-0.05763	0.23489	0.27731	0.18134	-0.15917	-0.35557	0.21884	0.26220	0.16940	-0.20652	-0.40044	0.16219	-0.07900	-0.62712	0.80609	-0.12255	-0.26533	-0.01830	0.15517	0.05919	-0.16306	-0.12136	0.09343	0.64736	0.24936	0.23432	(And (Agent $e0 $x0) (Past $e0))
p200036	0.02349	0.10963	-0.10185	-0.09965	0.00599	0.23687	0.07942	-0.33287	0.14649	0.24981	-0.23201	0.23656	0.16919	-0.12230	0.79910	0.00769	-0.03030	0.14921	0.11525	0.53178	0.10966	-0.21412	0.32727	-0.26651	-0.39142	-0.19441	-0.33073	0.02030	0.01766	0.02220	-0.04753	0.32182	(And (Past $e0) (Patient $e0 $x0))
p200038	0.20551	1.00178	0.46785	-0.01734	-0.37444	0.08152	0.12419	-0.16900	-0.19867	-0.25324	-0.12942	0.04811	0.17710	-0.18440	-0.19969	-0.07732	0.48982	-0.20332	-0.16903	0.06834	0.08779	0.74223	0.06241	-0.27606	0.20987	-0.28478	0.43560	-0.14113	0.02115	-0.09505	-0.14295	0.11554	(Ongoing $e0)
p200040	-0.07987	-0.03199	-0.21758	0.13744	-0.11191	-0.06649	-0.28968	0.53763	-0.13734	0.12803	0.55629	-0.16932	-0.04463	0.34010	0.10289	-0.22312	-0.15614	-0.35543	0.18394	-0.25081	-0.01228	0.56527	0.24422	-0.03018	0.11554	-0.33217	-0.02738	-0.08980	0.00567	0.19878	0.48185	-0.13090	(And (Past $e0) (Theme $e0 $x0))
p200045	0.28376	-0.27604	0.01638	0.26423	-0.19749	0.04858	0.23891	-0.62192	0.76675	-0.07385	0.05194	-0.15572	-0.00931	0.04250	-0.34915	-0.20403	0.05227	-0.32496	0.53523	-0.07693	-0.07557	0.23618	-0.05705	0.32705	-0.23267	-0.11186	-0.03581	-0.17031	1.13719	0.30033	-0.09972	-0.03899	(Experiencer $e0 $x0)
p200049	0.28523	0.18002	0.07197	-0.10819	0.14391	0.60441	0.29766	0.32854	0.08452	-0.26095	0.68874	-0.15460	0.34548	-0.35445	0.21161	-0.20632	0.09061	0.45898	0.08837	-0.08747	-0.02874	-0.11538	0.19523	0.18731	-0.43741	0.29283	0.19590	-0.31837	-0.06485	0.10663	-0.20766	-0.70783	(Location $e0 $x0)
p200061	0.09765	0.07567	-0.14939	-0.15066	0.45148	0.38932	-0.25879	-0.19777	-0.04226	0.46825	0.07427	0.24978	0.01449	0.31385	-0.17370	-0.12510	0.29842	-0.24979	-0.22824	0.15351	0.21535	-0.06670	-0.17093	-0.00438	-0.02696	-0.26258	-0.28499	-0.08243	0.16480	0.07689	0.26931	-0.26073	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200075	-0.18916	0.01949	-0.07443	-0.01992	0.16001	-0.19560	-0.04403	-0.00872	0.05323	-0.10985	-0.02473	-0.06936	0.15881	0.00709	-0.09704	-0.16506	-0.02499	-0.07787	-0.30477	-0.03165	-0.03645	0.13865	0.03298	0.09749	0.33806	0.23513	-0.11698	0.06552	0.03393	-0.08561	0.17239	-0.27506	(Member $x0 thing)
p200076	-0.17911	0.01562	0.58928	0.12920	0.22836	0.05480	-0.19694	0.17461	0.02048	-0.32545	-0.16082	-0.04957	0.12233	-0.06820	-0.25415	-0.24898	0.00985	-0.18813	0.08017	0.01920	0.03465	-0.05658	0.24983	0.29456	-0.08918	0.12371	-0.16009	0.87808	-0.00349	-0.03415	-0.10104	-0.04917	(Theme $e0 $e1)
p200078	-0.02337	-0.23852	0.04408	-0.03957	-0.01144	-0.01382	0.30477	0.51241	-0.43727	-0.13199	-0.08181	0.23277	0.12702	0.02669	0.05959	0.10376	-0.07466	0.21226	-0.29633	0.28115	0.30974	0.01926	-0.06324	-0.02423	-0.16342	0.03609	-0.02641	-0.13145	0.76711	-0.22942	-0.10095	0.29053	(Cardinality $x0 <num>)
p200084	-0.00568	0.15211	-0.22676	0.14002	-0.24195	0.00519	-0.03004	0.18396	-0.05432	0.06524	0.17876	-0.07603	0.03179	0.08628	0.22120	-0.14351	-0.28608	-0.06514	0.12334	-0.46910	0.11110	0.20719	-0.01549	0.13984	0.19872	-0.22161	-0.06948	0.09685	0.09643	0.15741	0.09475	0.17048	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200093	-0.02627	0.06609	0.01911	-0.06476	0.01430	0.05629	0.04063	-0.09870	-0.10842	-0.02657	0.00489	-0.07663	0.00284	-0.16073	0.08006	-0.00219	-0.11792	0.07546	-0.09375	-0.08479	0.01782	0.02158	0.03473	0.01240	0.05358	0.02756	-0.19117	0.01341	0.04946	0.01022	0.02234	0.06342	(LocatedIn $x0 $x1)
